,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,4112.008823394775,2785.31507507576,0.959358125418098,3.54369401931763,1.61933592892938,78.960359922179,150.766293774319,185.459630350195,11.8697748184204,20.4512615203857,42.0628509521484,72.0,85.0,132.0,169.0,169.0,203.0,4120224.0,78.960359922179,150.766293774319,185.459630350195
40,1003,left caudal middle frontal,outer,7563.016228437424,5580.80781453617,0.826815032578389,1.77786028385162,2.88627634615493,52.1241570805236,141.716646833267,195.209705143462,21.7733688354492,30.715503692627,38.7100067138672,35.0,67.0,124.0,161.0,175.0,213.0,7585689.0,52.1241570805236,141.716646833267,195.209705143462
41,1005,left cuneus,outer,3903.008374929428,4640.68167309013,0.944214107995286,3.03644752502441,2.10200088680652,79.07968229567,54.5108890596977,161.856776838329,16.8537883758545,34.7303314208984,51.1756439208984,65.0,91.0,35.0,78.0,131.0,183.0,3922515.0,79.07968229567,54.5108890596977,161.856776838329
42,1006,left entorhinal,outer,1883.00404047966,1307.12791642262,0.908466854453786,2.39259123802185,1.52006853940194,64.1269251194902,132.91980881572,125.653744025491,10.9348707199097,16.9843482971191,26.1626758575439,55.0,73.0,121.0,145.0,117.0,135.0,1894298.0,64.1269251194902,132.91980881572,125.653744025491
43,1007,left fusiform,outer,10830.023238658905,6441.16921998205,0.977141419151663,4.70388269424438,1.64051933290753,52.2683287165282,92.6243767313019,128.889381348107,16.7105369567871,25.0409317016602,78.6044082641602,36.0,68.0,58.0,134.0,112.0,143.0,10905810.0,52.2683287165282,92.6243767313019,128.889381348107
44,1008,left inferior parietal,outer,12098.02595949173,8859.55997384582,0.86230692354719,1.97477805614471,0.513431971169072,46.8589022979005,66.3726235741445,171.442304513143,22.9068832397461,37.7809524536133,45.236011505127,33.0,64.0,47.0,89.0,147.0,196.0,12194784.0,46.8589022979005,66.3726235741445,171.442304513143
45,1009,left inferior temporal,outer,13287.028510808945,8544.66597125807,0.985657897662606,5.92572355270386,1.25859905062425,40.1136449160834,111.412734251524,124.602844885979,16.7316455841064,32.5093460083008,99.1471099853516,22.0,67.0,70.0,153.0,106.0,143.0,13406583.0,40.1136449160834,111.412734251524,124.602844885979
46,1010,left isthmus cingulate,outer,2657.005701303482,2164.69332323654,0.950707164010196,3.22486853599548,0.620530574467774,78.6797139631163,89.7809559653745,165.322920587128,14.1243553161621,18.6990394592285,45.5491905212402,66.0,85.0,81.0,103.0,146.0,183.0,2683570.0,78.6797139631163,89.7809559653745,165.322920587128
47,1011,left lateral occipital,outer,12786.027435779572,9570.15943654947,0.954267576000238,3.34499788284302,2.46927226175397,58.7713123729079,50.38385734397,139.561629907712,18.3601570129395,42.1656723022461,61.4146881103516,32.0,85.0,33.0,77.0,119.0,173.0,12926646.0,58.7713123729079,50.38385734397,139.561629907712
48,1012,left lateral orbitofrontal,outer,8007.017181158066,5500.07421237495,0.983100640400084,5.46251344680786,1.43416388684479,62.0946671662295,172.211190208568,141.081428749844,11.9991397857666,29.0818405151367,65.5454635620117,44.0,79.0,141.0,201.0,132.0,155.0,8103084.0,62.0946671662295,172.211190208568,141.081428749844
