,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,38761.032344698906,20161.7086929725,0.987698133152035,6.39498090744019,1.51203083203714,106.236706999303,119.253037847321,152.434895900519,24.1657867431641,63.4125213623047,154.539749145508,84.0,121.0,54.0,194.0,119.0,190.0,38761.0,106.236706999303,119.253037847321,152.434895900519
1,2,corticospinal_L,Left,18966.0158264637,12107.3869538623,0.958498448064805,3.50756883621216,1.56538724735456,101.575239902984,116.773331224296,153.707529262891,26.0477638244629,66.5304870605469,91.3643264770508,87.0,119.0,74.0,176.0,105.0,191.0,37932.0,101.575239902984,116.773331224296,153.707529262891
2,3,inferior_fronto_occipital_L,Left,14589.012174010277,9022.35109975027,0.989108584750456,6.79404783248901,1.5342738051269,88.1174172321612,130.119199396806,130.366097744876,24.6353397369385,35.3709945678711,167.373672485352,71.0,110.0,54.0,191.0,109.0,149.0,43767.0,88.1174172321612,130.119199396806,130.366097744876
3,4,inferior_longitudinal_fasciculus_L,Left,11600.009679794312,6491.44345778013,0.991126166401959,7.52306747436523,1.87728507472791,79.1088793103448,113.960172413793,113.838965517241,16.11354637146,27.1029567718506,121.223297119141,62.0,113.0,57.0,161.0,100.0,133.0,46400.0,79.1088793103448,113.960172413793,113.838965517241
4,5,superior_longitudinal_fasciculus_L,Left,9654.00805592537,6200.67419082823,0.958725561296737,3.51700210571289,1.20919284306095,70.3586078309509,114.673399627098,138.328050548995,18.9594745635986,49.724006652832,66.6805114746094,51.0,88.0,93.0,146.0,113.0,161.0,48270.0,70.3586078309509,114.673399627098,138.328050548995
5,6,uncinate_L,Left,2446.0020411014557,2676.8433731945,0.940265241969115,2.93735122680664,0.901594632097497,88.9280457890433,155.974652493868,121.268192968111,19.4143733978271,30.0278854370117,57.0268325805664,71.0,110.0,136.0,185.0,107.0,137.0,14676.0,88.9280457890433,155.974652493868,121.268192968111
6,7,corticospinal_R,Right,,,,,,,,,,,,,,,,,,,,,
7,8,inferior_fronto_occipital_R,Right,,,,,,,,,,,,,,,,,,,,,
8,9,inferior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
9,10,superior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
10,11,uncinate_R,Right,,,,,,,,,,,,,,,,,,,,,
