,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,44922.72659987211,23149.6887366262,0.994282593801487,9.36498546600342,1.54874135432626,79.9604451864218,124.897095158598,162.118486366166,19.4408054351807,71.8333358764648,182.062866210938,63.0,93.0,44.0,207.0,122.0,206.0,44925.0,79.9604451864218,124.897095158598,162.118486366166
1,2,corticospinal_L,Left,20457.964685738087,13317.7145753287,0.973667375664285,4.38647794723511,1.7240067991211,75.7218827899702,120.040959968718,165.546361014712,24.1792278289795,68.2716064453125,106.061653137207,63.0,92.0,76.0,186.0,110.0,208.0,40918.0,75.7218827899702,120.040959968718,165.546361014712
2,3,inferior_fronto_occipital_L,Left,16018.189369022846,10120.2955724207,0.991145679241438,7.53131580352783,1.60552804163286,63.1158624133841,129.420126100256,136.320806542231,26.0235462188721,34.0588340759277,195.991546630859,43.0,84.0,41.0,199.0,119.0,161.0,48057.0,63.1158624133841,129.420126100256,136.320806542231
3,4,inferior_longitudinal_fasciculus_L,Left,14650.258595764637,7845.47369375255,0.994469823124211,9.52174949645996,1.87910084809968,55.7407002934953,104.296293768343,122.653607262303,15.0507125854492,26.9711418151855,143.309112548828,35.0,88.0,41.0,158.0,104.0,148.0,58604.0,55.7407002934953,104.296293768343,122.653607262303
4,5,superior_longitudinal_fasciculus_L,Left,10787.454080343246,6655.22239111269,0.967619560667332,3.96175932884216,1.41211932664226,47.9112903225806,113.058861698183,149.02447163515,17.7262840270996,47.2002906799316,70.2272720336914,29.0,64.0,87.0,148.0,125.0,171.0,53940.0,47.9112903225806,113.058861698183,149.02447163515
5,6,uncinate_L,Left,2744.8610910773277,2836.28865899331,0.949051179562189,3.17337441444397,1.04766157952256,60.3701275045537,157.147540983607,123.12058287796,18.8510837554932,28.2499389648438,59.8215446472168,44.0,82.0,133.0,193.0,111.0,138.0,16470.0,60.3701275045537,157.147540983607,123.12058287796
6,7,corticospinal_R,Right,,,,,,,,,,,,,,,,,,,,,
7,8,inferior_fronto_occipital_R,Right,,,,,,,,,,,,,,,,,,,,,
8,9,inferior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
9,10,superior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
10,11,uncinate_R,Right,,,,,,,,,,,,,,,,,,,,,
