,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,3765.171014259821,2572.72792405811,0.976391400402301,4.62943935394287,1.57717902882841,94.3856015779093,158.474687705457,177.02103879027,9.37611389160156,18.6893177032471,43.4061508178711,88.0,98.0,138.0,177.0,162.0,195.0,3048084.0,94.3856015779093,158.474687705457,177.02103879027
40,1003,left caudal middle frontal,outer,6814.934781234245,5172.75912139736,0.869494277507505,2.02452492713928,2.76952263492879,73.2740646567381,148.908281874319,187.474028332728,17.5811882019043,29.6922378540039,35.5935554504395,61.0,85.0,131.0,167.0,169.0,204.0,5522518.0,73.2740646567381,148.908281874319,187.474028332728
41,1005,left cuneus,outer,4188.474264383706,4263.92818011664,0.955276054668263,3.38162851333618,1.94103095206247,91.4131205673759,61.4926122931442,151.378841607565,14.2733030319214,31.1969165802002,48.2670097351074,80.0,98.0,43.0,85.0,116.0,172.0,3400920.0,91.4131205673759,61.4926122931442,151.378841607565
42,1006,left entorhinal,outer,1928.381472786588,1216.49731904645,0.917771012603041,2.51819372177124,1.54797175997514,80.5641848523748,141.500641848524,119.378048780488,10.0894460678101,14.2617959976196,25.4071788787842,73.0,87.0,129.0,153.0,114.0,128.0,1567348.0,80.5641848523748,141.500641848524,119.378048780488
43,1007,left fusiform,outer,11255.905721130444,6114.74238896632,0.979377875576041,4.94958686828613,1.60021336412413,69.5819221464702,101.908511106224,121.83780514625,15.7758779525757,20.6158542633057,78.0840759277344,56.0,83.0,67.0,142.0,106.0,135.0,9157658.0,69.5819221464702,101.908511106224,121.83780514625
44,1008,left inferior parietal,outer,10416.725593691865,7657.45660875281,0.893340098432327,2.22528219223022,1.05669176850407,65.1975998098859,75.901497148289,162.39769486692,18.8067016601562,34.7357177734375,41.8502197265625,54.0,79.0,57.0,97.0,139.0,185.0,8483328.0,65.1975998098859,75.901497148289,162.39769486692
45,1009,left inferior temporal,outer,13134.778041855758,7727.8583371454,0.986026948202963,6.0029091835022,1.30052924164587,59.7104221635884,120.494534489257,118.172257821334,15.2837572097778,26.9321231842041,91.7470092773438,44.0,83.0,79.0,161.0,101.0,135.0,10707508.0,59.7104221635884,120.494534489257,118.172257821334
46,1010,left isthmus cingulate,outer,2747.757939400658,2111.87750576239,0.965969230538878,3.86612367630005,0.556365930239335,92.2324324324324,97.3468468468468,156.871621621622,11.3088235855103,18.4595527648926,43.7213096618652,82.0,98.0,88.0,110.0,138.0,174.0,2242200.0,92.2324324324324,97.3468468468468,156.871621621622
47,1011,left lateral occipital,outer,12925.60187439688,9259.62993030369,0.945978526204577,3.08423709869385,2.32277526918149,73.7239299051997,59.7297711385617,130.337929713684,17.242847442627,40.7255477905273,53.1810302734375,52.0,95.0,42.0,88.0,111.0,161.0,10557873.0,73.7239299051997,59.7297711385617,130.337929713684
48,1012,left lateral orbitofrontal,outer,7368.1995555189715,5301.87103170044,0.982918194260863,5.43351316452026,1.45973978894264,80.9748026205275,178.352931295145,134.717453384848,11.085075378418,24.8835620880127,60.2309036254883,67.0,94.0,149.0,207.0,125.0,149.0,6024436.0,80.9748026205275,178.352931295145,134.717453384848
