,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,40747.0,22214.2997933024,0.991641944469495,7.75071477890015,1.50322038653136,107.628929737159,122.608511056029,147.964242766339,21.8848991394043,68.2003784179688,169.623611450195,87.0,121.0,46.0,204.0,110.0,190.0,40747.0,107.628929737159,122.608511056029,147.964242766339
1,2,corticospinal_L,Left,20360.0,13233.1886457471,0.96747088846488,3.95284485816956,1.4708270926266,102.763703339882,122.376326129666,148.988359528487,25.6696720123291,68.5575332641602,101.468231201172,90.0,119.0,78.0,190.0,95.0,190.0,40720.0,102.763703339882,122.376326129666,148.988359528487
2,3,inferior_fronto_occipital_L,Left,15252.0,9603.04481784093,0.990795833162386,7.38744735717773,1.53389268824885,91.168961447679,129.44662995017,123.105887752426,25.3543453216553,32.0358238220215,187.303894042969,74.0,113.0,43.0,196.0,106.0,144.0,45756.0,91.168961447679,129.44662995017,123.105887752426
3,4,inferior_longitudinal_fasciculus_L,Left,12675.0,7029.14559660579,0.993218679675092,8.60132503509521,1.81175736522183,81.8321893491124,110.626587771203,108.993057199211,15.6414375305176,23.0801868438721,134.537094116211,65.0,112.0,45.0,163.0,91.0,130.0,50700.0,81.8321893491124,110.626587771203,108.993057199211
4,5,superior_longitudinal_fasciculus_L,Left,10840.0,6752.55845370522,0.966466034487291,3.8941650390625,1.44205150606046,75.6240774907749,117.831549815498,133.892619926199,17.7998104095459,48.384578704834,69.3153991699219,57.0,90.0,90.0,153.0,112.0,156.0,54200.0,75.6240774907749,117.831549815498,133.892619926199
5,6,uncinate_L,Left,2448.0,2661.41547831753,0.940690143643612,2.94753170013428,0.971665454190789,91.6764705882353,160.175653594771,108.787581699346,19.6142730712891,31.5139770507812,57.8136901855469,74.0,112.0,138.0,190.0,94.0,122.0,14688.0,91.6764705882353,160.175653594771,108.787581699346
6,7,corticospinal_R,Right,,,,,,,,,,,,,,,,,,,,,
7,8,inferior_fronto_occipital_R,Right,,,,,,,,,,,,,,,,,,,,,
8,9,inferior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
9,10,superior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
10,11,uncinate_R,Right,,,,,,,,,,,,,,,,,,,,,
