,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,4729.0,2912.21847283347,0.952455883823384,3.28216958045959,1.65496924282867,81.5377458236414,148.651511947558,170.637555508564,12.9232654571533,20.5907173156738,42.4163475036621,73.0,89.0,130.0,166.0,156.0,190.0,4738458.0,81.5377458236414,148.651511947558,170.637555508564
40,1003,left caudal middle frontal,outer,6903.0,4821.81732858661,0.726820515367494,1.45596981048584,2.68440341305811,54.8289149645082,139.64754454585,181.945096334927,23.409875869751,30.4394092559814,34.0840721130371,36.0,71.0,124.0,157.0,163.0,198.0,6923709.0,54.8289149645082,139.64754454585,181.945096334927
41,1005,left cuneus,outer,3798.0,4212.86701800819,0.941915891562822,2.97752976417542,2.06684035499392,92.3375460768826,55.594523433386,145.009215376514,15.757640838623,34.0027503967285,46.9188461303711,71.0,100.0,39.0,78.0,120.0,167.0,3816990.0,92.3375460768826,55.594523433386,145.009215376514
42,1006,left entorhinal,outer,1912.0,1380.05841281751,0.893474516991666,2.22660684585571,1.36257654409787,67.2860878661088,131.867154811715,112.03870292887,11.9888029098511,15.8062810897827,26.6943492889404,54.0,75.0,119.0,146.0,104.0,120.0,1923472.0,67.2860878661088,131.867154811715,112.03870292887
43,1007,left fusiform,outer,9503.0,5780.52640857053,0.960609034756643,3.59837317466736,1.77865247517993,55.3464169209723,95.0595601389035,118.328317373461,16.3363304138184,27.5660991668701,58.7842140197754,42.0,88.0,61.0,130.0,101.0,134.0,9569521.0,55.3464169209723,95.0595601389035,118.328317373461
44,1008,left inferior parietal,outer,13944.0,8874.00503852197,0.897953231946448,2.27225780487061,2.33010824541855,53.6576305220884,67.0749426276535,157.766996557659,21.0992107391357,41.2636260986328,47.9428443908691,31.0,75.0,46.0,87.0,136.0,182.0,14055552.0,53.6576305220884,67.0749426276535,157.766996557659
45,1009,left inferior temporal,outer,11372.0,7487.39201376501,0.98346922919329,5.52256393432617,1.32008763622069,41.0099366865987,110.119855786141,113.676046429828,16.4073753356934,33.0589408874512,90.6107788085938,21.0,69.0,68.0,146.0,96.0,132.0,11474348.0,41.0099366865987,110.119855786141,113.676046429828
46,1010,left isthmus cingulate,outer,2002.0,1768.12361283691,0.944935026999679,3.05569314956665,0.487056833804977,85.3141858141858,89.0754245754246,148.450549450549,15.816798210144,17.5601348876953,48.3312835693359,74.0,93.0,80.0,101.0,129.0,171.0,2022020.0,85.3141858141858,89.0754245754246,148.450549450549
47,1011,left lateral occipital,outer,7527.0,7321.90002500696,0.961238483808951,3.6268904209137,2.59733970493069,67.4752225322173,50.8161286036934,133.016872592002,17.3610248565674,38.2582855224609,62.9665336608887,39.0,97.0,36.0,75.0,108.0,155.0,7609797.0,67.4752225322173,50.8161286036934,133.016872592002
48,1012,left lateral orbitofrontal,outer,8842.0,6064.38174452859,0.970565380017565,4.15217208862305,1.49788149010477,61.4351956570912,171.00554173264,128.827753901832,14.4066743850708,34.0774993896484,59.8189926147461,42.0,79.0,138.0,198.0,118.0,142.0,8948104.0,61.4351956570912,171.00554173264,128.827753901832
