,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,40521.0,22097.9279629343,0.992617859341195,8.2451171875,1.64138373988416,77.681819303571,119.465881888404,163.045951481948,20.8485279083252,70.7796249389648,171.898559570312,64.0,94.0,42.0,197.0,124.0,206.0,40521.0,77.681819303571,119.465881888404,163.045951481948
1,2,corticospinal_L,Left,18865.0,12699.7015434068,0.971056861230876,4.18675518035889,1.78712569073233,72.2513119533528,115.508507818712,165.997190564538,24.0680732727051,65.827278137207,100.767135620117,60.0,89.0,75.0,178.0,112.0,207.0,37730.0,72.2513119533528,115.508507818712,165.997190564538
2,3,inferior_fronto_occipital_L,Left,15173.0,9639.16019697,0.990820735038983,7.39741468429565,1.68943711897578,59.8536215646214,122.654386080538,138.815000329533,25.23317527771,36.5069007873535,186.660263061523,35.0,88.0,41.0,187.0,121.0,158.0,45519.0,59.8536215646214,122.654386080538,138.815000329533
3,4,inferior_longitudinal_fasciculus_L,Left,13146.0,7447.06825574543,0.99336135691107,8.69295310974121,1.99893030828421,52.284192910391,102.231020842842,125.171458998935,16.0401382446289,27.5929183959961,139.436172485352,28.0,94.0,42.0,152.0,108.0,146.0,52584.0,52.284192910391,102.231020842842,125.171458998935
4,5,superior_longitudinal_fasciculus_L,Left,10936.0,6543.11819756826,0.970286822635102,4.13295555114746,1.47605956281304,43.4135881492319,106.046269202634,150.765087783467,17.657693862915,48.5452575683594,72.9784622192383,24.0,61.0,80.0,137.0,127.0,173.0,54680.0,43.4135881492319,106.046269202634,150.765087783467
5,6,uncinate_L,Left,2765.0,2957.13096534156,0.939794320917575,2.92619609832764,1.07364204133586,55.3160940325497,150.71609403255,126.960578661844,20.4423904418945,29.0516357421875,59.8184432983398,37.0,75.0,126.0,183.0,114.0,141.0,16590.0,55.3160940325497,150.71609403255,126.960578661844
6,7,corticospinal_R,Right,,,,,,,,,,,,,,,,,,,,,
7,8,inferior_fronto_occipital_R,Right,,,,,,,,,,,,,,,,,,,,,
8,9,inferior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
9,10,superior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
10,11,uncinate_R,Right,,,,,,,,,,,,,,,,,,,,,
