,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,41438.0,22075.708960768,0.994382034220448,9.44726943969727,1.51073016776646,106.836092475506,118.185385395048,182.760775133935,19.102912902832,69.9490509033203,180.470367431641,89.0,119.0,38.0,201.0,146.0,226.0,41438.0,106.836092475506,118.185385395048,182.760775133935
1,2,corticospinal_L,Left,20963.0,13117.8158099446,0.975326696526793,4.52967357635498,1.64187568001233,102.555407145924,114.040976959405,186.752277822831,23.1215953826904,67.1574554443359,104.733276367188,90.0,118.0,67.0,179.0,131.0,227.0,41926.0,102.555407145924,114.040976959405,186.752277822831
2,3,inferior_fronto_occipital_L,Left,15785.0,9976.93728597739,0.991228492518407,7.56662750244141,1.56337899424345,91.4622109597719,123.218625277162,157.991954387076,26.0362167358398,33.0732383728027,197.00634765625,75.0,112.0,35.0,195.0,139.0,181.0,47355.0,91.4622109597719,123.218625277162,157.991954387076
3,4,inferior_longitudinal_fasciculus_L,Left,14112.0,7713.51402364897,0.994492269162737,9.54107856750488,1.83717736808293,83.2731717687075,99.0533588435374,143.41227324263,14.9799823760986,26.4049129486084,142.925186157227,65.0,113.0,36.0,154.0,126.0,165.0,56448.0,83.2731717687075,99.0533588435374,143.41227324263
4,5,superior_longitudinal_fasciculus_L,Left,10631.0,6427.78890269095,0.969592117874605,4.08619165420532,1.38973564959248,76.0145800018813,108.473614899821,169.986642836986,17.1435089111328,45.3922309875488,70.0516662597656,58.0,91.0,83.0,144.0,147.0,192.0,53155.0,76.0145800018813,108.473614899821,169.986642836986
5,6,uncinate_L,Left,2615.0,2751.52316872947,0.954023417517257,3.33631300926208,1.03722634261414,89.912810707457,153.067304015296,145.190057361377,18.6596298217773,27.7054405212402,62.2543678283691,74.0,111.0,129.0,189.0,133.0,161.0,15690.0,89.912810707457,153.067304015296,145.190057361377
6,7,corticospinal_R,Right,,,,,,,,,,,,,,,,,,,,,
7,8,inferior_fronto_occipital_R,Right,,,,,,,,,,,,,,,,,,,,,
8,9,inferior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
9,10,superior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
10,11,uncinate_R,Right,,,,,,,,,,,,,,,,,,,,,
