,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,4539.0,2982.77800179864,0.929329902199088,2.70818877220154,1.62794425187852,79.4192553425865,141.847984137475,161.189909671734,14.0488042831421,20.9836597442627,38.0468139648438,68.0,86.0,124.0,161.0,148.0,174.0,4548078.0,79.4192553425865,141.847984137475,161.189909671734
40,1003,left caudal middle frontal,outer,7260.0,5813.65088566487,0.86711832260798,2.00762009620667,0.188369827636634,52.3403581267218,134.152892561983,170.896694214876,19.8442611694336,32.9683799743652,39.8397369384766,36.0,67.0,115.0,155.0,148.0,187.0,7281780.0,52.3403581267218,134.152892561983,170.896694214876
41,1005,left cuneus,outer,3603.0,4134.91529080312,0.88840282971965,2.17834210395813,1.97036840251639,79.8540105467666,57.4754371357202,119.664446294754,21.1992282867432,29.6300468444824,46.1791725158691,62.0,90.0,38.0,81.0,97.0,138.0,3621015.0,79.8540105467666,57.4754371357202,119.664446294754
42,1006,left entorhinal,outer,2569.0,1614.62594355685,0.71497991076249,1.43031859397888,1.6702238471226,63.9626313740755,134.638380692877,101.610354223433,15.47057056427,20.074728012085,22.1278438568115,48.0,72.0,121.0,157.0,91.0,126.0,2584414.0,63.9626313740755,134.638380692877,101.610354223433
43,1007,left fusiform,outer,10870.0,7076.51874212678,0.968481249043885,4.01466989517212,1.47711616106612,53.3468261269549,96.328150873965,96.3081876724931,17.6073207855225,26.0774898529053,70.6875839233398,38.0,69.0,63.0,136.0,83.0,112.0,10946090.0,53.3468261269549,96.328150873965,96.3081876724931
44,1008,left inferior parietal,outer,13853.0,10293.7080246257,0.892174834169606,2.21390676498413,1.79465844111908,49.1646574749152,63.4960658341154,131.382299862846,21.6026515960693,43.7347679138184,47.8262557983398,30.0,67.0,44.0,86.0,103.0,158.0,13963824.0,49.1646574749152,63.4960658341154,131.382299862846
45,1009,left inferior temporal,outer,10646.0,6519.76394017709,0.986420966787642,6.08877515792847,1.23114321280772,42.3142964493707,113.887657336089,95.0583317678001,15.1740274429321,26.5383224487305,92.391242980957,25.0,68.0,72.0,156.0,83.0,109.0,10741814.0,42.3142964493707,113.887657336089,95.0583317678001
46,1010,left isthmus cingulate,outer,2063.0,1855.66509388158,0.951845651151959,3.26181602478027,2.56611588812569,80.7081919534658,86.8662142510906,128.411051866214,14.2424955368042,15.6156454086304,46.4564018249512,65.0,88.0,77.0,97.0,110.0,146.0,2083630.0,80.7081919534658,86.8662142510906,128.411051866214
47,1011,left lateral occipital,outer,11183.0,8686.83670285816,0.94637715250331,3.09536290168762,2.4450302105497,58.6710185102388,54.6363229902531,98.0380041133864,18.5800800323486,39.6977272033691,57.512092590332,35.0,82.0,35.0,78.0,80.0,123.0,11306013.0,58.6710185102388,54.6363229902531,98.0380041133864
48,1012,left lateral orbitofrontal,outer,7200.0,5247.13475003537,0.970317562968007,4.13506269454956,1.52303206276152,62.8394444444444,171.740138888889,125.908333333333,13.8957614898682,28.8471031188965,57.459846496582,47.0,79.0,140.0,196.0,114.0,146.0,7286400.0,62.8394444444444,171.740138888889,125.908333333333
