,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,39663.0,20641.2725944955,0.987916153389343,6.45205974578857,1.47457042468056,95.5825076267554,104.101101782518,174.478481204145,24.4711894989014,63.1835899353027,157.889572143555,73.0,110.0,36.0,180.0,142.0,212.0,39663.0,95.5825076267554,104.101101782518,174.478481204145
1,2,corticospinal_L,Left,19836.0,12460.5380035957,0.960788684779457,3.60644173622131,1.51152149241412,90.9122807017544,100.983212341198,176.349868925187,25.9769878387451,67.3855361938477,93.6844940185547,76.0,109.0,56.0,162.0,127.0,213.0,39672.0,90.9122807017544,100.983212341198,176.349868925187
2,3,inferior_fronto_occipital_L,Left,15046.0,9241.50101340411,0.989916019221461,7.05938053131104,1.50220034844166,78.1286720723116,115.00996942709,152.027781470158,24.3901824951172,35.800048828125,172.179580688477,61.0,102.0,37.0,176.0,133.0,169.0,45138.0,78.1286720723116,115.00996942709,152.027781470158
3,4,inferior_longitudinal_fasciculus_L,Left,12064.0,6700.68905380937,0.991447696491079,7.66256237030029,1.83596644974224,68.7005968169761,98.1099966843501,135.821452254642,16.0799179077148,27.4106426239014,123.213371276855,52.0,102.0,39.0,146.0,121.0,153.0,48256.0,68.7005968169761,98.1099966843501,135.821452254642
4,5,superior_longitudinal_fasciculus_L,Left,10085.0,6438.32657355355,0.957998190519614,3.48706364631653,1.22182713830774,59.5166088249876,100.713832424393,160.07704511651,19.470085144043,50.2469787597656,67.893424987793,41.0,77.0,78.0,133.0,134.0,182.0,50425.0,59.5166088249876,100.713832424393,160.07704511651
5,6,uncinate_L,Left,2489.0,2731.50496784179,0.937400638980905,2.87147688865662,0.894822017480406,80.1060666934512,141.137002812374,141.997991161109,19.9898586273193,30.4507484436035,57.4004173278809,62.0,102.0,121.0,170.0,127.0,157.0,14934.0,80.1060666934512,141.137002812374,141.997991161109
6,7,corticospinal_R,Right,,,,,,,,,,,,,,,,,,,,,
7,8,inferior_fronto_occipital_R,Right,,,,,,,,,,,,,,,,,,,,,
8,9,inferior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
9,10,superior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
10,11,uncinate_R,Right,,,,,,,,,,,,,,,,,,,,,
