,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,6419.0,3392.005321664,0.984124562037243,5.63446474075317,1.23403683026306,105.923975697149,115.656176974607,139.095809316093,15.4014854431152,24.3386039733887,86.7791290283203,88.0,120.0,87.0,159.0,119.0,153.0,25676.0,105.923975697149,115.656176974607,139.095809316093
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,53602.0,11027.8200236494,0.645776291407849,1.30971193313599,1.97110292358841,98.6423827469124,83.6299951494347,80.4652811462259,42.4108543395996,46.5954742431641,55.5460014343262,73.0,121.0,55.0,112.0,58.0,113.0,321612.0,98.6423827469124,83.6299951494347,80.4652811462259
4,7,left cerebellum white matter,inner,13087.0,3863.12412306509,0.933413583203992,2.78705024719238,1.45824005354359,104.862764575533,92.9590433254375,86.7638114159089,15.6060705184937,32.4534339904785,43.4949035644531,86.0,120.0,73.0,119.0,72.0,105.0,91609.0,104.862764575533,92.9590433254375,86.7638114159089
5,10,left thalamus proper,inner,8848.0,2368.02934238185,0.842445285307639,1.85603845119476,1.07482636205896,108.559222423146,117.415235081374,133.753503616637,18.6866550445557,20.1667022705078,34.6831512451172,96.0,120.0,102.0,133.0,120.0,146.0,88480.0,108.559222423146,117.415235081374,133.753503616637
6,11,left caudate,inner,2763.0,1457.41285103162,0.975817098094485,4.57480335235596,1.40820354235188,106.844733984799,142.86102062975,143.181686572566,8.77431011199951,16.5314998626709,40.1407432556152,101.0,115.0,114.0,159.0,131.0,153.0,30393.0,106.844733984799,142.86102062975,143.181686572566
7,12,left putamen,inner,4157.0,1738.36901257049,0.95104824726024,3.23580169677734,1.21330045404032,95.9222997353861,137.603560259803,133.175366851095,11.2634944915771,18.516918182373,36.4464340209961,89.0,108.0,117.0,154.0,122.0,144.0,49884.0,95.9222997353861,137.603560259803,133.175366851095
8,13,left pallidium,inner,1413.0,728.575489289075,0.914687351345403,2.47425436973572,0.934796118987404,100.750884642604,132.872611464968,130.44161358811,9.02750110626221,10.3901624679565,22.3363342285156,94.0,109.0,123.0,143.0,124.0,137.0,18369.0,100.750884642604,132.872611464968,130.44161358811
9,15,4th ventricle,inner,1681.0,1045.05599686019,0.903092832397036,2.32858490943909,2.94442642862373,120.001784651993,99.4515169541939,92.4098750743605,11.5964193344116,12.3747444152832,27.003246307373,114.0,127.0,90.0,104.0,70.0,109.0,25215.0,120.001784651993,99.4515169541939,92.4098750743605
10,16,brain stem,inner,18118.0,4663.93616849793,0.89244999369701,2.21657562255859,1.03789642771769,120.279501048681,112.441605033668,97.4600949332156,23.8405933380127,25.8655452728271,52.8444786071777,107.0,135.0,100.0,128.0,65.0,127.0,289888.0,120.279501048681,112.441605033668,97.4600949332156
11,17,left hippocampus,inner,2759.0,1397.06275025364,0.972528803090386,4.29585409164429,1.50229897323816,95.7064153678869,118.590431315694,114.565059804277,8.55996513366699,15.992582321167,36.7723617553711,87.0,106.0,99.0,134.0,106.0,125.0,46903.0,95.7064153678869,118.590431315694,114.565059804277
12,18,left amygdala,inner,724.0,460.701674531378,0.890702673442944,2.19980216026306,2.49276851335793,99.0041436464088,133.158839779006,114.60635359116,6.88888645172119,10.6251850128174,15.1541872024536,93.0,106.0,127.0,138.0,108.0,121.0,13032.0,99.0041436464088,133.158839779006,114.60635359116
13,24,CSF,inner,1118.0,692.2475001609,0.851857103924836,1.909219622612,1.37609998390235,120.28175313059,109.373881932021,134.203935599284,9.77141094207764,12.2105178833008,18.6557693481445,113.0,127.0,104.0,123.0,126.0,142.0,26832.0,120.28175313059,109.373881932021,134.203935599284
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,5204.0,1863.78689494671,0.81366078581532,1.72016406059265,0.812209320491739,110.741929285165,121.449461952344,119.878170637971,15.4276342391968,21.9206256866455,26.5380611419678,95.0,121.0,110.0,137.0,109.0,129.0,145712.0,110.741929285165,121.449461952344,119.878170637971
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,5476.0,2971.00219469843,0.989366316837439,6.87544441223145,1.94945491114371,135.461650840029,112.193024105186,139.13623082542,12.9620018005371,24.2521553039551,89.1195220947266,104.0,153.0,84.0,156.0,117.0,153.0,235468.0,135.461650840029,112.193024105186,139.13623082542
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,55559.0,11405.0650209709,0.424259829103088,1.10431277751923,1.80999453497585,144.985798880469,81.4589715437643,81.0970859806692,46.7684364318848,47.9744300842285,51.6469841003418,117.0,174.0,53.0,115.0,58.0,113.0,2500155.0,144.985798880469,81.4589715437643,81.0970859806692
21,46,right cerebellum white matter,inner,13270.0,3876.37661820126,0.928685400775083,2.69637393951416,1.86864339494991,137.06865109269,91.3004521477016,87.4737754333082,16.5732421875,30.0154037475586,44.6876564025879,121.0,157.0,70.0,117.0,73.0,106.0,610420.0,137.06865109269,91.3004521477016,87.4737754333082
22,49,right thalamus proper,inner,8521.0,2362.89164605827,0.874410431263298,2.06106090545654,2.06271831358011,131.915737589485,114.940852012675,133.432343621641,17.5960445404053,19.6065635681152,36.2665214538574,120.0,145.0,99.0,133.0,120.0,146.0,417529.0,131.915737589485,114.940852012675,133.432343621641
23,50,right caudate,inner,3173.0,1584.34460901594,0.9705222321182,4.14917755126953,1.66900965380814,133.830444374409,141.015757957769,143.620233217775,9.94036102294922,16.6869506835938,41.2443237304688,103.0,140.0,111.0,157.0,128.0,153.0,158650.0,133.830444374409,141.015757957769,143.620233217775
24,51,right putamen,inner,4076.0,1715.44238848489,0.955677170589731,3.39654755592346,1.90252888029155,145.145976447498,134.627085377821,133.014965652601,11.1411638259888,17.6516151428223,37.8414916992188,134.0,152.0,114.0,152.0,122.0,143.0,207876.0,145.145976447498,134.627085377821,133.014965652601
25,52,right palladium,inner,1410.0,731.863058889712,0.92997494409955,2.72017860412598,2.12157802429727,140.527659574468,130.042553191489,130.526241134752,8.51249408721924,10.5144290924072,23.1555042266846,133.0,147.0,118.0,140.0,124.0,137.0,73320.0,140.527659574468,130.042553191489,130.526241134752
26,53,right hippocampus,inner,3559.0,1737.1040444475,0.980438718410201,5.08066606521606,1.61247712100115,146.295026692891,115.01432986794,114.946614217477,8.40808391571045,19.1035900115967,42.7186660766602,134.0,155.0,94.0,132.0,106.0,129.0,188627.0,146.295026692891,115.01432986794,114.946614217477
27,54,right amygdala,inner,694.0,447.641220437208,0.911068002888138,2.42567682266235,0.523417441728667,142.478386167147,130.646974063401,114.443804034582,6.67650365829468,9.82692527770996,16.1950397491455,134.0,149.0,125.0,135.0,108.0,121.0,37476.0,142.478386167147,130.646974063401,114.443804034582
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,5264.0,1963.72514650793,0.836037683326408,1.82258236408234,2.17941962494804,130.386968085106,119.814019756839,119.68123100304,15.6831026077271,21.3795471191406,28.5837459564209,120.0,146.0,108.0,138.0,109.0,130.0,315840.0,130.386968085106,119.814019756839,119.68123100304
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,5319.0,1756.89038659179,0.830179710747633,1.79373526573181,1.67267310173185,121.192329385223,86.0859184057154,106.799586388419,15.2239646911621,19.4917259216309,27.3077621459961,105.0,129.0,72.0,111.0,93.0,118.0,3350970.0,121.192329385223,86.0859184057154,106.799586388419
37,631,cerebellar vermal lobules VI-VII,inner,2526.0,1076.3135326423,0.84662971234745,1.87905490398407,1.72755388607081,122.447347585115,72.4057798891528,92.2054631828979,10.8035249710083,18.0207481384277,20.3004169464111,116.0,128.0,64.0,110.0,79.0,128.0,1593906.0,122.447347585115,72.4057798891528,92.2054631828979
38,632,cerebellar vermal lobules VIII-X,inner,3224.0,1308.43259978558,0.878770322995686,2.09536027908325,1.54796082864729,121.287841191067,83.7397642679901,81.6271712158809,12.4701623916626,15.425651550293,26.1294822692871,113.0,129.0,72.0,98.0,71.0,95.0,2037568.0,121.287841191067,83.7397642679901,81.6271712158809
39,1002,left caudal anterior cingulate,outer,4133.0,2798.67938280845,0.932253110917448,2.76390624046326,1.57316928814111,114.660053230099,145.569562061457,162.817082022744,13.780011177063,20.1843452453613,38.0866584777832,106.0,121.0,127.0,166.0,150.0,177.0,4141266.0,114.660053230099,145.569562061457,162.817082022744
40,1003,left caudal middle frontal,outer,7573.0,5079.38870550696,0.855083852019129,1.92867851257324,0.370817623686325,87.5692592103526,139.201901492143,173.583916545623,19.3770866394043,32.1485176086426,37.3721694946289,71.0,103.0,121.0,160.0,150.0,189.0,7595719.0,87.5692592103526,139.201901492143,173.583916545623
41,1005,left cuneus,outer,3492.0,3299.24825440413,0.86903424564618,2.02121496200562,1.97348756388109,113.448167239404,58.9556128293242,125.484249713631,19.4676647186279,28.668478012085,39.3483352661133,98.0,120.0,41.0,85.0,103.0,144.0,3509460.0,113.448167239404,58.9556128293242,125.484249713631
42,1006,left entorhinal,outer,2598.0,1487.23050978104,0.723222385369193,1.4479843378067,1.74630048243477,100.226327944573,136.677829099307,101.334488067744,15.474440574646,18.4257545471191,22.4067478179932,83.0,110.0,123.0,160.0,91.0,126.0,2613588.0,100.226327944573,136.677829099307,101.334488067744
43,1007,left fusiform,outer,9624.0,6137.07414183972,0.972747390413665,4.31280851364136,1.44240702245969,86.334995843724,97.9236284289277,98.9836866167914,16.1651916503906,26.8846473693848,69.7173767089844,71.0,113.0,65.0,137.0,87.0,116.0,9691368.0,86.334995843724,97.9236284289277,98.9836866167914
44,1008,left inferior parietal,outer,13592.0,8938.77094102526,0.895929637951387,2.2512583732605,1.29971159302483,81.9970570924073,66.8648469688052,136.787448499117,20.6007137298584,42.2394599914551,46.3775291442871,64.0,99.0,48.0,90.0,107.0,163.0,13700736.0,81.9970570924073,66.8648469688052,136.787448499117
45,1009,left inferior temporal,outer,11404.0,6432.81609447668,0.985793842177724,5.9538049697876,1.18671893094548,75.9178358470712,116.371974745703,96.8783760084181,15.3382225036621,27.2473068237305,91.3207855224609,59.0,103.0,75.0,157.0,84.0,113.0,11506636.0,75.9178358470712,116.371974745703,96.8783760084181
46,1010,left isthmus cingulate,outer,1900.0,1529.10823695784,0.964775849320283,3.80122184753418,2.43923715791008,113.748421052632,89.1726315789474,130.630526315789,12.1533555984497,15.2752866744995,46.1976013183594,99.0,120.0,81.0,98.0,113.0,149.0,1919000.0,113.748421052632,89.1726315789474,130.630526315789
47,1011,left lateral occipital,outer,10587.0,7338.46091590674,0.951739420139598,3.25831294059753,2.43440723625767,90.1267592330216,56.6951922168697,103.983281382828,17.0009384155273,39.8781661987305,55.3943786621094,68.0,113.0,39.0,81.0,85.0,128.0,10703457.0,90.1267592330216,56.6951922168697,103.983281382828
48,1012,left lateral orbitofrontal,outer,7379.0,4690.37135172354,0.976647679853235,4.6544713973999,1.47683444554413,99.1464968152866,173.373492343136,123.965577991598,12.5493211746216,27.9496612548828,58.4104537963867,83.0,115.0,143.0,198.0,114.0,143.0,7467548.0,99.1464968152866,173.373492343136,123.965577991598
49,1013,left lingual,outer,7463.0,5487.79930120729,0.961942570477981,3.65962958335876,1.92883353097311,104.943454374916,78.2247085622404,108.485059627496,13.5901069641113,30.6607971191406,49.7347564697266,89.0,120.0,48.0,101.0,93.0,126.0,7560019.0,104.943454374916,78.2247085622404,108.485059627496
50,1014,left medial orbitofrontal,outer,4308.0,3351.03293376534,0.985121180762065,5.8186502456665,1.56203801912776,115.004874651811,171.61443825441,124.270194986072,11.0025100708008,19.912784576416,64.0197601318359,106.0,121.0,141.0,198.0,113.0,142.0,4368312.0,115.004874651811,171.61443825441,124.270194986072
51,1015,left middle temporal,outer,16847.0,9999.84519568362,0.973119742171346,4.34216737747192,1.44091344033711,66.6114441740369,114.208108268534,111.173502700778,22.6408443450928,27.1856384277344,98.3103408813477,54.0,93.0,70.0,158.0,89.0,131.0,17099705.0,66.6114441740369,114.208108268534,111.173502700778
52,1016,left parahippocampal,outer,2074.0,1814.64234013761,0.912051563940823,2.43857502937317,1.9153511050329,98.1480231436837,112.218900675024,107.141272902604,15.6915512084961,20.6552028656006,38.2650260925293,82.0,110.0,97.0,163.0,96.0,125.0,2107184.0,98.1480231436837,112.218900675024,107.141272902604
53,1017,left paracentral,outer,4655.0,3809.42926519604,0.928152574799839,2.68672800064087,1.43576506549433,113.006659505908,100.412244897959,169.484210526316,14.8876724243164,30.3433246612549,39.9991264343262,102.0,119.0,81.0,118.0,153.0,192.0,4734135.0,113.006659505908,100.412244897959,169.484210526316
54,1018,left pars opercularis,outer,3619.0,2813.14696937485,0.769858184191424,1.56687009334564,1.90387302141615,75.8563138988671,150.689693285438,143.338767615363,17.877311706543,23.9238319396973,28.0114250183105,63.0,90.0,137.0,160.0,129.0,159.0,3684142.0,75.8563138988671,150.689693285438,143.338767615363
55,1019,left pars orbitalis,outer,1390.0,1087.47880993547,0.914247508007768,2.46818423271179,2.44291713642281,79.6676258992806,170.251798561151,126.245323741007,9.65444564819336,18.0475540161133,23.828950881958,71.0,93.0,157.0,181.0,120.0,140.0,1416410.0,79.6676258992806,170.251798561151,126.245323741007
56,1020,left pars triangularis,outer,3950.0,3094.90566710163,0.680878621524873,1.36538100242615,2.23142922541989,76.3982278481013,165.776962025316,140.142278481013,20.5792026519775,24.0656204223633,28.0984535217285,67.0,93.0,155.0,182.0,127.0,156.0,4029000.0,76.3982278481013,165.776962025316,140.142278481013
57,1021,left pericalcarine,outer,1239.0,1106.2062378493,0.97979188604115,4.99950885772705,1.49075774449484,109.497175141243,61.8966908797417,112.336561743341,7.24448585510254,12.6938390731812,36.2188720703125,102.0,118.0,47.0,79.0,101.0,123.0,1265019.0,109.497175141243,61.8966908797417,112.336561743341
58,1022,left postcentral,outer,10947.0,9306.75871943238,0.970873003616128,4.17371511459351,2.35138611864748,76.649493011784,106.696994610396,161.461130903444,20.9690208435059,31.8904514312744,87.5187225341797,56.0,114.0,71.0,132.0,135.0,186.0,11187834.0,76.649493011784,106.696994610396,161.461130903444
59,1023,left posterior cingulate,outer,3866.0,3044.68734580581,0.94751166580762,3.12772512435913,1.52224387748466,114.791515778583,111.310915675116,157.021727884118,15.1056976318359,18.5502605438232,47.2464714050293,103.0,121.0,88.0,131.0,144.0,173.0,3954918.0,114.791515778583,111.310915675116,157.021727884118
60,1024,left precentral,outer,15078.0,10217.0751932995,0.9670120984825,3.92571830749512,2.31076439447373,80.6160631383473,121.964385196976,163.564332139541,23.1247482299805,31.1981964111328,90.78125,58.0,117.0,88.0,149.0,130.0,192.0,15439872.0,80.6160631383473,121.964385196976,163.564332139541
61,1025,left precuneus,outer,9774.0,6819.0453474048,0.936879862459441,2.8599910736084,0.313511688128275,112.645897278494,73.8798854102722,146.850112543483,19.5656414031982,33.8752746582031,55.9575614929199,97.0,122.0,51.0,91.0,120.0,181.0,10018350.0,112.645897278494,73.8798854102722,146.850112543483
62,1026,left rostral anterior cingulate,outer,3590.0,2606.801280822,0.924614707420626,2.62533521652222,2.95495289771361,115.021727019499,168.072144846797,144.595264623955,15.3488035202026,21.8097171783447,40.2957534790039,104.0,121.0,118.0,181.0,125.0,172.0,3683340.0,115.021727019499,168.072144846797,144.595264623955
