,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,38235.0,21245.8814056536,0.991495520573208,7.68398380279541,1.49917162603047,106.885262194325,121.450372695175,153.511808552373,21.5344982147217,72.4657287597656,165.470733642578,86.0,120.0,57.0,203.0,111.0,195.0,38235.0,106.885262194325,121.450372695175,153.511808552373
1,2,corticospinal_L,Left,18571.0,12424.8304816972,0.96711702523346,3.93187165260315,1.64567009609156,101.991007484788,119.527112164127,156.49663453772,26.2290344238281,64.2318801879883,103.129196166992,89.0,119.0,73.0,176.0,102.0,195.0,37142.0,101.991007484788,119.527112164127,156.49663453772
2,3,inferior_fronto_occipital_L,Left,15612.0,9760.20245456059,0.989410641108968,6.88974189758301,1.54008630123716,88.6646810146042,139.345247245708,133.196003074558,25.2333679199219,32.6406517028809,173.85139465332,73.0,110.0,57.0,201.0,102.0,156.0,46836.0,88.6646810146042,139.345247245708,133.196003074558
3,4,inferior_longitudinal_fasciculus_L,Left,12840.0,7205.96697871911,0.992369852454714,8.11051750183105,1.84316202483946,79.9805295950156,121.474299065421,114.026479750779,15.5693426132202,23.8908557891846,126.275421142578,62.0,109.0,61.0,172.0,98.0,134.0,51360.0,79.9805295950156,121.474299065421,114.026479750779
4,5,superior_longitudinal_fasciculus_L,Left,9451.0,6079.14897069787,0.964737916325061,3.79921364784241,1.35391069911417,73.544704264099,120.169611681304,143.874616442704,18.4349002838135,43.9691772460938,70.0381240844727,56.0,89.0,96.0,147.0,118.0,174.0,47255.0,73.544704264099,120.169611681304,143.874616442704
5,6,uncinate_L,Left,2735.0,2882.25758935046,0.940446629822795,2.94168376922607,0.922900200573413,87.5872029250457,165.342961608775,124.829981718464,19.4800052642822,29.3874225616455,57.3040161132812,73.0,109.0,144.0,195.0,110.0,143.0,16410.0,87.5872029250457,165.342961608775,124.829981718464
6,7,corticospinal_R,Right,,,,,,,,,,,,,,,,,,,,,
7,8,inferior_fronto_occipital_R,Right,,,,,,,,,,,,,,,,,,,,,
8,9,inferior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
9,10,superior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
10,11,uncinate_R,Right,,,,,,,,,,,,,,,,,,,,,
