,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,3917.9997664690018,2591.55075980424,0.939330849584235,2.9153459072113,1.5269897865124,94.1059213884635,160.25752935171,180.718223583461,12.2698020935059,20.9036045074463,35.7707176208496,87.0,100.0,143.0,177.0,164.0,194.0,3925836.0,94.1059213884635,160.25752935171,180.718223583461
40,1003,left caudal middle frontal,outer,6402.9996183514595,4963.08822536093,0.804859032441482,1.6850163936615,2.27060859469262,66.4199593940341,153.736842105263,194.78869280025,24.0397281646729,27.7709999084473,40.5073356628418,47.0,84.0,136.0,174.0,174.0,211.0,6422209.0,66.4199593940341,153.736842105263,194.78869280025
41,1005,left cuneus,outer,3405.99979698658,4315.69634622089,0.875348957101908,2.06828808784485,2.10230901492768,91.9310041103934,64.5340575455079,172.051967116853,19.770055770874,34.6224365234375,40.8901710510254,76.0,101.0,42.0,79.0,149.0,194.0,3423030.0,91.9310041103934,64.5340575455079,172.051967116853
42,1006,left entorhinal,outer,2479.999852180481,1486.69243824176,0.855632696868233,1.93205535411835,2.23402530053534,75.083064516129,137.385887096774,125.622983870968,12.755464553833,19.48508644104,24.6442642211914,65.0,87.0,126.0,148.0,115.0,133.0,2494880.0,75.083064516129,137.385887096774,125.622983870968
43,1007,left fusiform,outer,9946.999407112598,6312.18456839851,0.975420278304075,4.53818035125732,1.57681682078317,63.81703026038,97.3606112395697,136.150397104655,16.1500091552734,23.204610824585,73.2916564941406,50.0,77.0,62.0,136.0,116.0,151.0,10016629.0,63.81703026038,97.3606112395697,136.150397104655
44,1008,left inferior parietal,outer,13616.999188363552,9722.1749874881,0.861259999795293,1.96786653995514,2.13891966136711,59.5299258280091,76.9367702137035,182.99412499082,23.7453346252441,39.1024551391602,46.7276496887207,42.0,77.0,52.0,102.0,165.0,207.0,13725936.0,59.5299258280091,76.9367702137035,182.99412499082
45,1009,left inferior temporal,outer,12387.99926161766,8415.08389956335,0.987854310982705,6.43571281433105,1.30718791694797,51.6993865030675,117.006377139167,129.425492412012,15.4398145675659,30.4974937438965,99.3662109375,34.0,80.0,75.0,155.0,109.0,153.0,12499492.0,51.6993865030675,117.006377139167,129.425492412012
46,1010,left isthmus cingulate,outer,2501.9998508691788,2080.90100762074,0.934923336970502,2.81809401512146,0.918641728371282,93.6618705035971,96.7074340527578,173.079536370903,15.3556604385376,18.3466949462891,43.2736930847168,80.0,100.0,86.0,111.0,149.0,191.0,2527020.0,93.6618705035971,96.7074340527578,173.079536370903
47,1011,left lateral occipital,outer,11548.999311625957,9305.18218393843,0.943463371545285,3.0168023109436,2.43009340928301,68.3672179409473,58.3827171183652,155.536150316045,19.7612266540527,40.6913909912109,59.6157150268555,46.0,97.0,39.0,86.0,136.0,182.0,11676039.0,68.3672179409473,58.3827171183652,155.536150316045
48,1012,left lateral orbitofrontal,outer,7595.999547243118,5740.36265220277,0.968797966424679,4.03466987609863,1.40351853674329,75.9785413375461,172.874802527646,136.477883096366,14.4968318939209,32.7541885375977,58.4899291992188,54.0,94.0,145.0,204.0,125.0,149.0,7687152.0,75.9785413375461,172.874802527646,136.477883096366
