,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,3565.0,2583.36486213704,0.957043918888013,3.44895386695862,1.57864256635221,91.2748948106592,146.910518934081,175.09649368864,11.8963232040405,19.0461292266846,41.0298690795898,85.0,98.0,129.0,165.0,161.0,192.0,3572130.0,91.2748948106592,146.910518934081,175.09649368864
40,1003,left caudal middle frontal,outer,6173.0,5086.25387277699,0.698625397187641,1.39764821529388,0.883919269868554,118.843998056051,138.797343269075,185.763000161996,23.9306373596191,30.2393188476562,33.4466133117676,103.0,136.0,122.0,156.0,166.0,202.0,6191519.0,118.843998056051,138.797343269075,185.763000161996
41,1005,left cuneus,outer,4198.0,4632.70087565603,0.934720963244456,2.81386947631836,1.1102093781982,87.4616484040019,57.6498332539304,142.405907575036,17.4520435333252,31.671329498291,49.1077728271484,79.0,105.0,39.0,78.0,114.0,164.0,4218990.0,87.4616484040019,57.6498332539304,142.405907575036
42,1006,left entorhinal,outer,2007.0,1315.29545798647,0.842500272955947,1.85633480548859,2.19590751719821,109.212755356253,133.427005480817,116.363726955655,12.2755451202393,20.1845607757568,22.7875213623047,99.0,121.0,123.0,144.0,109.0,125.0,2019042.0,109.212755356253,133.427005480817,116.363726955655
43,1007,left fusiform,outer,10762.0,6867.06708110958,0.970817102383071,4.16977548599243,1.47911353514052,119.271046273927,95.2702099981416,118.907080468314,17.0723705291748,26.8576068878174,71.1879501342773,90.0,133.0,62.0,132.0,106.0,132.0,10837334.0,119.271046273927,95.2702099981416,118.907080468314
44,1008,left inferior parietal,outer,13495.0,9212.61010932983,0.918863178979663,2.53436398506165,0.776854956433072,123.777991848833,68.4627639866617,156.458021489441,20.0885467529297,38.0878372192383,50.9116897583008,100.0,144.0,47.0,89.0,135.0,182.0,13602960.0,123.777991848833,68.4627639866617,156.458021489441
45,1009,left inferior temporal,outer,11780.0,7406.77690037856,0.986344487525017,6.07181787490845,1.81244391912845,131.617487266553,113.792105263158,115.757300509338,15.7003240585327,30.9180564880371,95.3295059204102,106.0,151.0,67.0,149.0,99.0,131.0,11886020.0,131.617487266553,113.792105263158,115.757300509338
46,1010,left isthmus cingulate,outer,2552.0,2015.65096318387,0.940635020479044,2.946204662323,2.56101408587539,90.1959247648903,89.1489028213166,150.876959247649,15.3694019317627,17.2247371673584,45.2814025878906,83.0,102.0,80.0,100.0,131.0,170.0,2577520.0,90.1959247648903,89.1489028213166,150.876959247649
47,1011,left lateral occipital,outer,12507.0,9641.86720526132,0.956017879875978,3.40938091278076,0.615743384791413,110.717198368913,54.9822499400336,127.53562005277,17.8515911102295,42.3198127746582,60.8628730773926,83.0,137.0,37.0,81.0,104.0,153.0,12644577.0,110.717198368913,54.9822499400336,127.53562005277
48,1012,left lateral orbitofrontal,outer,8414.0,6078.06106979185,0.971900591931866,4.2482385635376,1.6896312975885,107.011053006893,172.069408129308,135.361183741383,14.0135707855225,31.9961585998535,59.5329933166504,89.0,126.0,142.0,198.0,124.0,150.0,8514968.0,107.011053006893,172.069408129308,135.361183741383
