,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,4156.923932611942,2710.67334760143,0.939201697708065,2.91234469413757,1.6512716292236,85.2682222756796,155.572047149387,172.816694731778,13.0185356140137,22.7418918609619,37.9144630432129,75.0,91.0,136.0,173.0,158.0,190.0,4165314.0,85.2682222756796,155.572047149387,172.816694731778
40,1003,left caudal middle frontal,outer,6798.875587642193,4844.02503827417,0.884742399928599,2.14555287361145,0.414045449637827,57.3916752463598,148.384909545521,184.842182673923,18.6373443603516,31.1638336181641,39.9874076843262,39.0,73.0,130.0,170.0,162.0,201.0,6819397.0,57.3916752463598,148.384909545521,184.842182673923
41,1005,left cuneus,outer,3212.9412065148354,3367.68473249459,0.916600129190363,2.50121831893921,1.9282007154248,84.3355119825708,58.6174914410209,147.218176159353,18.8769054412842,35.4253005981445,47.215259552002,66.0,92.0,42.0,87.0,129.0,168.0,3229065.0,84.3355119825708,58.6174914410209,147.218176159353
42,1006,left entorhinal,outer,2185.959999203682,1351.27236540978,0.766777412341898,1.55784332752228,1.42839008550038,69.916285452882,135.41857273559,114.666514181153,16.2302627563477,17.3347587585449,25.2842063903809,28.0,79.0,117.0,148.0,105.0,156.0,2199116.0,69.916285452882,135.41857273559,114.666514181153
43,1007,left fusiform,outer,9538.8254494071,6136.49097937397,0.956556654332813,3.42998456954956,1.45067521296109,55.8074221616522,95.5730160394171,117.787084600063,17.5717906951904,28.7251987457275,60.2709693908691,38.0,73.0,62.0,134.0,101.0,131.0,9605773.0,55.8074221616522,95.5730160394171,117.787084600063
44,1008,left inferior parietal,outer,14374.736957252026,9694.57371078983,0.887974335113135,2.17441868782043,1.35909094033975,51.3312695652174,72.8390956521739,159.853704347826,22.0842819213867,45.033748626709,48.0204772949219,31.0,71.0,51.0,95.0,133.0,186.0,14490000.0,51.3312695652174,72.8390956521739,159.853704347826
45,1009,left inferior temporal,outer,9805.820563673973,6890.45865078434,0.984480487060425,5.69819831848145,1.22438732413206,42.6481745869876,113.45451764226,113.963797674893,16.1264610290527,31.2557392120361,91.8917694091797,25.0,72.0,74.0,155.0,97.0,132.0,9894254.0,42.6481745869876,113.45451764226,113.963797674893
46,1010,left isthmus cingulate,outer,1403.9743087291718,1467.86230074842,0.962879114150424,3.7046229839325,2.87309643820159,83.0719373219373,91.8347578347578,148.60113960114,12.8283681869507,16.6956882476807,47.5242691040039,69.0,91.0,85.0,101.0,132.0,167.0,1418040.0,83.0719373219373,91.8347578347578,148.60113960114
47,1011,left lateral occipital,outer,8687.84102153778,7677.35585237755,0.949405941647574,3.18419075012207,2.432438303721,57.3684392265193,57.5499539594843,129.537868324125,18.2508106231689,39.619384765625,58.1140632629395,35.0,84.0,40.0,82.0,109.0,151.0,8783568.0,57.3684392265193,57.5499539594843,129.537868324125
48,1012,left lateral orbitofrontal,outer,7228.867719233036,4942.61619571173,0.971207472007512,4.19753122329712,1.36029329429271,66.5758749481256,177.408216904136,132.473094480564,13.6245365142822,31.0660839080811,57.1894187927246,49.0,85.0,146.0,202.0,122.0,176.0,7315748.0,66.5758749481256,177.408216904136,132.473094480564
