,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,4027.0,2712.57669273609,0.956212192297328,3.41676759719849,1.56028800881381,113.846287558977,144.314129625031,177.267196424137,12.2435884475708,19.7502040863037,41.83349609375,107.0,120.0,126.0,162.0,164.0,194.0,4035054.0,113.846287558977,144.314129625031,177.267196424137
40,1003,left caudal middle frontal,outer,5866.0,4711.62190608798,0.679939229597007,1.36375689506531,2.34224011571096,86.9872144561882,135.149505625639,186.17524718718,23.6222896575928,29.1678771972656,32.2150611877441,70.0,101.0,120.0,153.0,167.0,201.0,5883598.0,86.9872144561882,135.149505625639,186.17524718718
41,1005,left cuneus,outer,4348.0,4812.23225894528,0.934296904631084,2.80508160591125,2.12393460798793,119.784958601656,57.5411683532659,140.097976080957,18.3541526794434,32.6714782714844,51.4848976135254,101.0,129.0,39.0,79.0,110.0,163.0,4369740.0,119.784958601656,57.5411683532659,140.097976080957
42,1006,left entorhinal,outer,2027.0,1299.29838338381,0.854269315700094,1.92370331287384,0.956399538406087,98.4933399111988,134.70794277257,116.313270843611,11.8056507110596,20.4668006896973,22.7105693817139,87.0,108.0,124.0,145.0,109.0,125.0,2039162.0,98.4933399111988,134.70794277257,116.313270843611
43,1007,left fusiform,outer,11922.0,7316.43560088372,0.967547577028559,3.95743560791016,1.67972239564496,87.9677906391545,95.6349605770844,116.212632108707,17.9141006469727,27.674934387207,70.8938980102539,74.0,118.0,62.0,134.0,104.0,131.0,12005454.0,87.9677906391545,95.6349605770844,116.212632108707
44,1008,left inferior parietal,outer,14312.0,9467.16706758609,0.898375473992694,2.27672028541565,2.36098215020156,83.2277110117384,66.5060788149804,151.880659586361,21.4341678619385,39.0165100097656,48.7996025085449,62.0,106.0,46.0,86.0,128.0,176.0,14426496.0,83.2277110117384,66.5060788149804,151.880659586361
45,1009,left inferior temporal,outer,12016.0,7963.8283804454,0.98569306916185,5.93295001983643,1.3253715852179,75.0811418109188,115.206308255659,113.654876830892,16.1456336975098,31.8290824890137,95.7912368774414,55.0,101.0,68.0,152.0,98.0,128.0,12124144.0,75.0811418109188,115.206308255659,113.654876830892
46,1010,left isthmus cingulate,outer,2582.0,2077.09499012663,0.938385828814788,2.8936071395874,0.451602681738173,116.146785437645,88.771107668474,149.759488768397,16.0399856567383,17.2078189849854,46.4134178161621,105.0,124.0,80.0,100.0,129.0,169.0,2607820.0,116.146785437645,88.771107668474,149.759488768397
47,1011,left lateral occipital,outer,12644.0,10050.427526293,0.954832239067543,3.36535573005676,2.55704531868884,97.7007276178425,53.8404776969314,122.544210692819,18.2695732116699,43.552848815918,61.4836120605469,70.0,125.0,36.0,79.0,100.0,151.0,12783084.0,97.7007276178425,53.8404776969314,122.544210692819
48,1012,left lateral orbitofrontal,outer,8739.0,6376.32026955416,0.969356433414216,4.07069158554077,1.49072135521999,98.8101613456917,172.99839798604,138.129419842087,14.7405853271484,31.7639007568359,60.0043754577637,81.0,116.0,142.0,198.0,124.0,154.0,8843868.0,98.8101613456917,172.99839798604,138.129419842087
