,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,36408.0,21190.1819094994,0.991934399359718,7.88940238952637,1.54148805734916,107.617144583608,117.754586903977,150.106048121292,21.5625686645508,68.438232421875,170.115783691406,90.0,122.0,44.0,196.0,111.0,192.0,36408.0,107.617144583608,117.754586903977,150.106048121292
1,2,corticospinal_L,Left,18720.0,12362.2109677208,0.962395746222912,3.68118977546692,1.53996486330985,102.51469017094,113.890010683761,150.989583333333,25.296854019165,66.6949157714844,93.1225204467773,90.0,119.0,70.0,173.0,102.0,192.0,37440.0,102.51469017094,113.890010683761,150.989583333333
2,3,inferior_fronto_occipital_L,Left,13674.0,9153.52939401049,0.990036583628504,7.10174942016602,1.5560143133152,91.2888693871581,123.736507240018,126.212008190727,25.8167972564697,30.274393081665,183.344421386719,75.0,111.0,45.0,193.0,100.0,148.0,41022.0,91.2888693871581,123.736507240018,126.212008190727
3,4,inferior_longitudinal_fasciculus_L,Left,12084.0,6922.16850920416,0.992296543765014,8.07198143005371,1.81918036848584,83.0874710360808,107.743131413439,108.028798411122,15.5310049057007,23.4658164978027,125.365989685059,67.0,112.0,46.0,157.0,94.0,130.0,48336.0,83.0874710360808,107.743131413439,108.028798411122
4,5,superior_longitudinal_fasciculus_L,Left,9704.0,6229.8928777927,0.964046508805774,3.76316809654236,1.50408024746451,74.8735572959604,111.770713107997,134.986912613355,19.1814060211182,46.9099349975586,72.1828536987305,58.0,91.0,87.0,145.0,109.0,159.0,48520.0,74.8735572959604,111.770713107997,134.986912613355
5,6,uncinate_L,Left,2380.0,2577.0101155673,0.954020184257907,3.33619856834412,0.969176503022168,89.9163865546219,153.497899159664,117.864285714286,17.8091697692871,30.3343448638916,59.414924621582,74.0,110.0,131.0,186.0,105.0,134.0,14280.0,89.9163865546219,153.497899159664,117.864285714286
6,7,corticospinal_R,Right,,,,,,,,,,,,,,,,,,,,,
7,8,inferior_fronto_occipital_R,Right,,,,,,,,,,,,,,,,,,,,,
8,9,inferior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
9,10,superior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
10,11,uncinate_R,Right,,,,,,,,,,,,,,,,,,,,,
