,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,3563.0,2506.01360926471,0.961813612907765,3.65356492996216,1.50594196563803,106.48582655066,127.049957900646,188.284030311535,10.9546632766724,19.557014465332,40.0235748291016,99.0,113.0,109.0,144.0,174.0,204.0,3570126.0,106.48582655066,127.049957900646,188.284030311535
40,1003,left caudal middle frontal,outer,5898.0,4158.62817085226,0.757347561309676,1.53136539459229,2.32824140553142,78.971007121058,120.320786707358,198.440657850119,21.0813293457031,26.4697799682617,32.2832183837891,62.0,93.0,103.0,137.0,180.0,211.0,5915694.0,78.971007121058,120.320786707358,198.440657850119
41,1005,left cuneus,outer,3611.0,4489.98796832417,0.874730892732099,2.06351947784424,2.04616477533134,101.630573248408,49.4189975076156,164.518139019662,20.5417194366455,30.3070678710938,42.3882369995117,86.0,111.0,30.0,69.0,141.0,181.0,3629055.0,101.630573248408,49.4189975076156,164.518139019662
42,1006,left entorhinal,outer,1797.0,1221.16330870294,0.889597427110376,2.18940329551697,1.61890118250734,89.6928213689482,121.15470228158,129.363383416806,10.6661367416382,19.3109378814697,23.3524742126465,80.0,97.0,108.0,131.0,121.0,139.0,1807782.0,89.6928213689482,121.15470228158,129.363383416806
43,1007,left fusiform,outer,11969.0,7817.73642958614,0.971785635147954,4.23969888687134,1.63279110443379,73.8574651182221,85.4869245551007,129.983373715432,17.1485347747803,29.5080032348633,72.7046203613281,55.0,91.0,52.0,124.0,116.0,144.0,12052783.0,73.8574651182221,85.4869245551007,129.983373715432
44,1008,left inferior parietal,outer,13922.0,9617.4554616078,0.866918138579758,2.00621700286865,1.4027919954136,66.2522626059474,59.215558109467,169.50308863669,22.988302230835,41.8337059020996,46.1195220947266,39.0,84.0,38.0,104.0,144.0,196.0,14033376.0,66.2522626059474,59.215558109467,169.50308863669
45,1009,left inferior temporal,outer,12619.0,8308.44376665923,0.980359413626647,5.07049942016602,1.10566058915142,61.4494016958555,106.41453363975,127.003645296775,17.7690238952637,33.2677917480469,90.0978240966797,40.0,94.0,68.0,140.0,110.0,147.0,12732571.0,61.4494016958555,106.41453363975,127.003645296775
46,1010,left isthmus cingulate,outer,2163.0,1876.68944717762,0.9483684226339,3.15287518501282,2.93383788063421,104.872399445215,76.9195561719834,165.397595931577,13.0317640304565,16.1279354095459,41.0875244140625,89.0,111.0,69.0,86.0,147.0,182.0,2184630.0,104.872399445215,76.9195561719834,165.397595931577
47,1011,left lateral occipital,outer,10620.0,8667.14336332988,0.9647574091926,3.80024528503418,2.52225920609728,77.9098870056497,48.0612994350282,141.981638418079,16.8283176422119,36.1027679443359,63.9517364501953,51.0,106.0,28.0,70.0,123.0,171.0,10736820.0,77.9098870056497,48.0612994350282,141.981638418079
48,1012,left lateral orbitofrontal,outer,8514.0,5756.04794927025,0.979949238993896,5.01888847351074,1.42743782661801,91.8296922715527,157.072821235612,151.863049095607,12.612774848938,30.559871673584,63.3021125793457,74.0,111.0,126.0,183.0,139.0,168.0,8616168.0,91.8296922715527,157.072821235612,151.863049095607
