,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,4050.4313498698175,2516.93074338496,0.989135924456711,6.80254411697388,1.14990835136524,94.1933118542384,146.073991778691,208.357849127875,15.7330598831177,33.242618560791,107.024833679199,67.0,112.0,109.0,196.0,186.0,223.0,36004.0,94.1933118542384,146.073991778691,208.357849127875
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,53936.751649305224,11119.5172256012,0.645005087775863,1.30859518051147,2.17639830677389,77.9538711830469,97.3467712331053,141.062656432505,55.979923248291,59.2861480712891,73.2550582885742,42.0,108.0,60.0,134.0,109.0,184.0,719160.0,77.9538711830469,97.3467712331053,141.062656432505
4,7,left cerebellum white matter,inner,12752.041283480823,3839.27403066257,0.909308609108327,2.40313911437988,1.49858009620878,88.3814665819747,108.681029006987,145.167195991248,21.510009765625,43.4938354492188,51.6915473937988,61.0,111.0,80.0,140.0,129.0,166.0,198366.0,88.3814665819747,108.681029006987,145.167195991248
5,10,left thalamus proper,inner,8284.461854360998,2263.29638513973,0.84375891327554,1.86316061019897,1.00265861561963,96.9620858229223,142.360564910375,198.670016295492,23.1746215820312,26.8164291381836,43.1780433654785,80.0,111.0,123.0,162.0,182.0,215.0,184100.0,96.9620858229223,142.360564910375,198.670016295492
6,11,left caudate,inner,2409.2889064773917,1342.87738792324,0.976434877382623,4.63365745544434,1.44995977062979,97.0995517370191,176.224878595443,207.676129996264,10.9897451400757,20.3279972076416,50.9227142333984,89.0,130.0,141.0,195.0,191.0,222.0,58894.0,97.0995517370191,176.224878595443,207.676129996264
7,12,left putamen,inner,4275.4303138665855,1754.33199931531,0.943881990009552,3.02770757675171,1.19058290559935,81.9883170192611,169.259656878223,196.330702031365,14.8850069046021,25.3254165649414,45.0674476623535,72.0,97.0,144.0,190.0,183.0,211.0,114012.0,81.9883170192611,169.259656878223,196.330702031365
8,13,left pallidium,inner,1417.0434752516448,719.199149946242,0.910880344942598,2.42324042320251,0.86105811971404,87.0790727214989,161.930136551286,192.592251508415,11.32493019104,14.7050189971924,27.4430274963379,77.0,98.0,150.0,174.0,185.0,202.0,40937.0,87.0790727214989,161.930136551286,192.592251508415
9,15,4th ventricle,inner,1527.2929676100612,1019.8877033582,0.943733412445428,3.02382302284241,1.24381367252745,110.249558043606,114.284914555097,148.272539776075,12.9449148178101,15.7917881011963,39.1431312561035,91.0,119.0,103.0,133.0,119.0,172.0,50910.0,110.249558043606,114.284914555097,148.272539776075
10,16,brain stem,inner,18163.716365531087,4650.28979717202,0.894988619697604,2.24170541763306,1.63905670675419,110.733425824993,131.298359924685,151.078584877614,30.4833927154541,34.6602439880371,68.3347854614258,92.0,129.0,113.0,152.0,109.0,191.0,645824.0,110.733425824993,131.298359924685,151.078584877614
11,17,left hippocampus,inner,3466.7840372622013,1674.61677342232,0.974242108792885,4.43449974060059,1.39196649794928,77.3896677050883,144.572949117342,173.848520249221,11.8356056213379,23.2918453216553,52.4849891662598,65.0,93.0,119.0,163.0,159.0,196.0,130968.0,77.3896677050883,144.572949117342,173.848520249221
12,18,left amygdala,inner,681.2968629822135,468.876758451323,0.924322222440155,2.62045621871948,2.65480973961014,83.1928665785997,162.005944517834,171.160501981506,8.09105491638184,13.695761680603,21.2022552490234,74.0,93.0,155.0,169.0,162.0,179.0,27252.0,83.1928665785997,162.005944517834,171.160501981506
13,24,CSF,inner,698.8467821739614,566.527060674061,0.932667030054029,2.77209186553955,1.35920464869677,110.500321957502,134.574372182872,202.862846104314,9.97257518768311,12.0431966781616,27.6448936462402,103.0,118.0,128.0,149.0,189.0,212.0,37272.0,110.500321957502,134.574372182872,202.862846104314
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,5102.526505518705,1846.09012745576,0.799452302061414,1.66464257240295,0.750003813451807,98.3248081841432,146.46247464503,179.26907134668,20.4074096679688,28.2674732208252,33.9710426330566,77.0,111.0,132.0,166.0,165.0,192.0,317492.0,98.3248081841432,146.46247464503,179.26907134668
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,2725.187451928854,1922.54791318013,0.995101885428891,10.1158638000488,2.00770363406502,129.348745046235,141.63391677675,207.502642007926,10.8736791610718,31.6617851257324,109.996658325195,112.0,155.0,104.0,191.0,185.0,221.0,260408.0,129.348745046235,141.63391677675,207.502642007926
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,53506.553630143404,11214.4461643356,0.544362836692271,1.19210851192474,1.06272114753625,142.837801924241,94.3869844580502,140.523018569602,57.3390312194824,62.9668617248535,68.3543472290039,109.0,183.0,58.0,155.0,110.0,179.0,5350680.0,142.837801924241,94.3869844580502,140.523018569602
21,46,right cerebellum white matter,inner,12736.29135600105,3858.2877539498,0.915061303741768,2.47945284843445,1.71274453124112,132.261562378546,106.741546832491,144.859414196375,21.4854183197021,42.3568229675293,53.2720832824707,111.0,160.0,78.0,141.0,129.0,165.0,1301938.0,132.261562378546,106.741546832491,144.859414196375
22,49,right thalamus proper,inner,8110.312656227499,2298.96560408251,0.880788220449679,2.1118860244751,2.09006407398315,124.867780058814,138.919491760528,197.699661543583,21.5903739929199,27.0668888092041,45.5964088439941,110.0,143.0,119.0,161.0,181.0,215.0,883127.0,124.867780058814,138.919491760528,197.699661543583
23,50,right caudate,inner,2740.487381480634,1463.00471540229,0.975241861667407,4.52200317382812,1.67662251483473,126.460755336617,172.852873563218,207.95829228243,11.4880876541138,20.8779945373535,51.9491691589355,117.0,134.0,134.0,192.0,192.0,220.0,304500.0,126.460755336617,172.852873563218,207.95829228243
24,51,right putamen,inner,3992.3816171586514,1679.59181823648,0.948799430601547,3.16576766967773,1.91517603721737,140.553313796213,164.526825969342,195.752366997295,14.4516716003418,24.4320983886719,45.7506332397461,126.0,150.0,139.0,186.0,182.0,210.0,452472.0,140.553313796213,164.526825969342,195.752366997295
25,52,right palladium,inner,1368.443699028343,706.091961653269,0.924044124437816,2.61584377288818,2.18091710127109,135.459388359092,157.793488983887,191.656363038474,10.8636512756348,14.3212909698486,28.4176139831543,125.0,145.0,144.0,171.0,184.0,201.0,158132.0,135.459388359092,157.793488983887,191.656363038474
26,53,right hippocampus,inner,3661.6331400834024,1881.45707829067,0.984573071976108,5.71513795852661,1.71571176510233,144.430748433083,140.898488386383,173.305272213346,10.4552850723267,26.2710075378418,59.7533988952637,126.0,157.0,113.0,161.0,158.0,196.0,431261.0,144.430748433083,140.898488386383,173.305272213346
27,54,right amygdala,inner,626.3971157670021,454.402945755059,0.940773636232726,2.94954490661621,0.574109804134789,137.842672413793,159.181034482759,170.958333333333,7.49019622802734,13.0841903686523,22.0926704406738,128.0,148.0,150.0,166.0,162.0,179.0,75168.0,137.842672413793,159.181034482759,170.958333333333
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,4939.177257657051,1875.05894227861,0.819943579905,1.74689483642578,2.21873189572749,123.127915451895,144.275054664723,178.290725218659,20.1612930297852,27.6243953704834,35.2196578979492,110.0,145.0,129.0,167.0,165.0,191.0,658560.0,123.127915451895,144.275054664723,178.290725218659
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,4918.477352969348,1658.49579569666,0.812974443905228,1.71732974052429,1.62053390661683,110.787648673376,99.2982616651418,170.35407136322,19.9663791656494,24.0745544433594,34.2888565063477,100.0,121.0,71.0,118.0,148.0,185.0,6885900.0,110.787648673376,99.2982616651418,170.35407136322
37,631,cerebellar vermal lobules VI-VII,inner,1900.3412499167025,910.056385000999,0.816362724237629,1.73148322105408,1.61399209329826,111.029363012077,79.9164101349751,156.74473123372,13.7653045654297,20.0165138244629,23.8343944549561,104.0,118.0,67.0,96.0,130.0,168.0,2664713.0,111.029363012077,79.9164101349751,156.74473123372
38,632,cerebellar vermal lobules VIII-X,inner,3023.086080260575,1239.62084630535,0.847500715797483,1.88396918773651,1.58170651651942,109.896248883596,92.8097648109556,142.324054778208,16.615348815918,19.9043083190918,31.3028049468994,99.0,120.0,77.0,112.0,130.0,155.0,4245776.0,109.896248883596,92.8097648109556,142.324054778208
39,1002,left caudal anterior cingulate,outer,3244.935058761388,2355.90055500511,0.969036467570261,4.04993343353271,1.53129436694131,106.49549299681,180.968797670226,234.645402856747,13.1749992370605,24.4292793273926,53.3578681945801,97.0,112.0,158.0,204.0,213.0,258.0,7225422.0,106.49549299681,180.968797670226,234.645402856747
40,1003,left caudal middle frontal,outer,6103.771895304322,4054.67147189296,0.777265380021683,1.58938837051392,2.37353155852635,71.3731200235919,173.155411383073,250.511795930404,26.5871829986572,34.7769775390625,42.2573585510254,49.0,89.0,153.0,196.0,224.0,269.0,13604692.0,71.3731200235919,173.155411383073,250.511795930404
41,1005,left cuneus,outer,3585.583490252495,4058.72589500891,0.902039160124648,2.31666922569275,2.00121747772719,102.844503012048,73.1905120481928,212.406626506024,24.290657043457,40.9840850830078,56.2734184265137,84.0,113.0,49.0,101.0,181.0,238.0,8007840.0,102.844503012048,73.1905120481928,212.406626506024
42,1006,left entorhinal,outer,2339.989225566387,1287.70873021953,0.811279705536369,1.71040105819702,1.40485185484323,86.4078846153846,164.156730769231,154.193269230769,16.7496528625488,23.5662841796875,28.648624420166,71.0,97.0,148.0,179.0,143.0,167.0,5231200.0,86.4078846153846,164.156730769231,154.193269230769
43,1007,left fusiform,outer,9967.904102984816,6952.94867532905,0.973886536596257,4.40460205078125,1.64700745024768,64.2789038869577,119.426120716898,162.872782267166,21.7388515472412,34.4785499572754,95.7509918212891,45.0,87.0,76.0,166.0,138.0,184.0,22306057.0,64.2789038869577,119.426120716898,162.872782267166
44,1008,left inferior parietal,outer,13568.337524861097,9063.02355458472,0.88959212118842,2.18935370445251,1.14895907850399,57.8379211992571,86.5979039533033,221.378217033696,28.0267124176025,52.2922630310059,61.3603858947754,21.0,80.0,60.0,143.0,187.0,255.0,30393216.0,57.8379211992571,86.5979039533033,221.378217033696
45,1009,left inferior temporal,outer,14543.933032751083,8099.24812934132,0.978611321218975,4.86102390289307,1.12081373459004,49.3184405940594,143.870699257426,154.856219059406,24.309814453125,41.1202850341797,118.170593261719,23.0,90.0,96.0,185.0,130.0,187.0,32610880.0,49.3184405940594,143.870699257426,154.856219059406
46,1010,left isthmus cingulate,outer,1732.9420207031071,1628.24852093563,0.956383423919646,3.42331790924072,0.302930604153509,104.321215268761,111.206180212932,209.853284861075,15.9197196960449,19.6722164154053,54.4982604980469,84.0,111.0,102.0,125.0,184.0,231.0,3889510.0,104.321215268761,111.206180212932,209.853284861075
47,1011,left lateral occipital,outer,9645.25558861345,7536.29092263511,0.968168310254438,3.99520444869995,2.52823465881546,70.8103480451619,68.7688718857889,182.687599141551,19.9740867614746,45.605411529541,79.8005599975586,40.0,105.0,45.0,98.0,160.0,223.0,21669774.0,70.8103480451619,68.7688718857889,182.687599141551
48,1012,left lateral orbitofrontal,outer,8461.311040062457,5355.82226470887,0.979482545002732,4.96206426620483,1.41738987488899,87.1742806998883,214.331064191884,180.476200606286,16.6841239929199,37.0441093444824,82.7876968383789,64.0,109.0,173.0,251.0,167.0,199.0,19028636.0,87.1742806998883,214.331064191884,180.476200606286
49,1013,left lingual,outer,7436.665758021176,5757.3005276381,0.942186302860473,2.98427748680115,2.01236608158647,93.5665012707249,93.0656541207794,180.375953043689,22.2684383392334,35.2420425415039,66.4552001953125,68.0,112.0,54.0,120.0,161.0,202.0,16740838.0,93.5665012707249,93.0656541207794,180.375953043689
50,1014,left medial orbitofrontal,outer,4271.830330442637,3473.30066688838,0.99009318984456,7.12190818786621,1.48519649189451,107.342884230486,212.04076688086,179.760139049826,12.748143196106,27.6710071563721,90.7911071777344,93.0,114.0,172.0,253.0,163.0,204.0,9625902.0,107.342884230486,212.04076688086,179.760139049826
51,1015,left middle temporal,outer,16266.52510111034,9998.51462253984,0.97558587592187,4.55335426330566,1.38193473113042,38.2301925417727,145.415016045148,173.471616686954,28.8904571533203,38.0180549621582,131.548492431641,20.0,78.0,87.0,198.0,140.0,208.0,36690220.0,38.2301925417727,145.415016045148,173.471616686954
