,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,38768.0,20593.5656598965,0.991014824814949,7.47652006149292,1.58874172122203,109.555096987206,102.943922822947,182.653425505572,21.6150913238525,63.6805419921875,161.605667114258,92.0,124.0,36.0,182.0,148.0,221.0,38768.0,109.555096987206,102.943922822947,182.653425505572
1,2,corticospinal_L,Left,19424.0,12359.5058467174,0.968373059320732,4.00790786743164,1.6474953241399,104.596324135091,99.9433175453048,182.509266886326,24.8476009368896,64.4248580932617,99.5868911743164,91.0,122.0,55.0,159.0,130.0,222.0,38848.0,104.596324135091,99.9433175453048,182.509266886326
2,3,inferior_fronto_occipital_L,Left,15701.0,9735.94554001222,0.986462279533536,6.09799480438232,1.61998347310136,91.7218011591618,114.862238074008,160.406916756894,28.2684478759766,35.1692352294922,172.380844116211,71.0,114.0,37.0,176.0,139.0,179.0,47103.0,91.7218011591618,114.862238074008,160.406916756894
3,4,inferior_longitudinal_fasciculus_L,Left,13202.0,7275.50472551718,0.989727234270352,6.99454593658447,1.96071751902536,84.5961217997273,93.3400999848508,143.113543402515,17.8210716247559,26.7548961639404,124.65030670166,65.0,122.0,40.0,143.0,127.0,164.0,52808.0,84.5961217997273,93.3400999848508,143.113543402515
4,5,superior_longitudinal_fasciculus_L,Left,10141.0,6008.35734531979,0.963112717157832,3.71611404418945,1.11476846430259,74.7340498964599,95.4946257765506,167.541465338724,18.3790378570557,44.4419097900391,68.2985992431641,55.0,92.0,74.0,122.0,142.0,192.0,50705.0,74.7340498964599,95.4946257765506,167.541465338724
5,6,uncinate_L,Left,2616.0,2804.09668897109,0.937965109082575,2.88409113883972,0.953831567116849,89.5500764525994,139.911314984709,148.540902140673,20.3374271392822,30.4687442779541,58.6549949645996,73.0,110.0,118.0,170.0,135.0,166.0,15696.0,89.5500764525994,139.911314984709,148.540902140673
6,7,corticospinal_R,Right,,,,,,,,,,,,,,,,,,,,,
7,8,inferior_fronto_occipital_R,Right,,,,,,,,,,,,,,,,,,,,,
8,9,inferior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
9,10,superior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
10,11,uncinate_R,Right,,,,,,,,,,,,,,,,,,,,,
