,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,4162.720849096775,2510.37460757048,0.931646165266471,2.75203990936279,1.60807262205748,83.3463848186404,142.405957242373,162.725198174393,13.6257772445679,18.2780113220215,37.4986839294434,75.0,89.0,125.0,158.0,150.0,177.0,4171326.0,83.3463848186404,142.405957242373,162.725198174393
40,1003,left caudal middle frontal,outer,6945.534234404564,5209.38633069873,0.851185980106715,1.90525460243225,2.603390576468,52.6582205585949,136.3293982148,172.417218543046,21.857458114624,31.2082233428955,41.6440238952637,35.0,68.0,117.0,156.0,152.0,189.0,6966838.0,52.6582205585949,136.3293982148,172.417218543046
41,1005,left cuneus,outer,2198.8525455594063,2691.74280626431,0.889563558427399,2.18908715248108,2.28849814737925,79.1068667576171,55.799909049568,140.290131878126,20.0541954040527,28.5533084869385,43.9003829956055,62.0,90.0,42.0,77.0,118.0,153.0,2209995.0,79.1068667576171,55.799909049568,140.290131878126
42,1006,left entorhinal,outer,2714.817945063114,1765.65648764442,0.844827168478795,1.86902153491974,0.82242567963236,68.2718232044199,128.323020257827,102.185635359116,14.0140972137451,20.8915939331055,26.1926498413086,51.0,78.0,116.0,141.0,93.0,112.0,2731290.0,68.2718232044199,128.323020257827,102.185635359116
43,1007,left fusiform,outer,4287.7124671936035,3201.98747514975,0.964102589625583,3.76605224609375,1.39376926014207,49.1019123134328,98.7035914179104,105.440298507463,14.607590675354,24.8618011474609,55.0129508972168,36.0,66.0,66.0,127.0,92.0,118.0,4318016.0,49.1019123134328,98.7035914179104,105.440298507463
44,1008,left inferior parietal,outer,10075.324351549149,7939.71315084143,0.859281272082265,1.95502138137817,2.14671616769222,42.1081778483525,68.4955339420405,149.274017467249,22.4281883239746,41.1772956848145,43.8475875854492,22.0,64.0,50.0,87.0,129.0,173.0,10156608.0,42.1081778483525,68.4955339420405,149.274017467249
45,1009,left inferior temporal,outer,8829.407902359962,6476.97784335145,0.985796940736199,5.95444917678833,1.13559701235208,37.6355605889015,114.738165345413,101.029671574179,14.5671653747559,34.0499305725098,86.7394485473633,17.0,68.0,72.0,148.0,87.0,125.0,8909470.0,37.6355605889015,114.738165345413,101.029671574179
46,1010,left isthmus cingulate,outer,1377.907597899437,1428.45228210335,0.974374059474023,4.44575357437134,2.88014792272118,79.2438316400581,84.9992743105951,139.492017416546,12.0344352722168,14.9315929412842,53.5021324157715,63.0,89.0,79.0,93.0,121.0,159.0,1391780.0,79.2438316400581,84.9992743105951,139.492017416546
47,1011,left lateral occipital,outer,4456.701134860516,4712.28518980108,0.972273374110912,4.27629804611206,2.67465856979967,58.7334529952883,50.6726497644155,125.84204621943,13.7093820571899,35.0636253356934,58.6254005432129,28.0,82.0,39.0,77.0,102.0,140.0,4506027.0,58.7334529952883,50.6726497644155,125.84204621943
48,1012,left lateral orbitofrontal,outer,8080.458126723766,5504.19397492212,0.97513257279632,4.51218032836914,1.38949598562745,63.6329662170523,163.176834550179,123.151466402673,14.33509349823,31.4777202606201,64.6825256347656,42.0,84.0,134.0,191.0,110.0,141.0,8177972.0,63.6329662170523,163.176834550179,123.151466402673
