,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,38303.127850055695,21210.2215891081,0.991763881703786,7.80764055252075,1.54937618562335,105.538913401039,114.177818969793,146.90820562358,21.1161193847656,71.8787994384766,164.867065429688,88.0,119.0,52.0,196.0,103.0,190.0,38303.0,105.538913401039,114.177818969793,146.90820562358
1,2,corticospinal_L,Left,18645.062234401703,12444.6197282172,0.967978377346456,3.9835307598114,1.59652743967609,100.53268972915,111.56181281845,149.437704478412,25.8942852020264,63.7371025085449,103.150680541992,88.0,117.0,65.0,165.0,96.0,190.0,37290.0,100.53268972915,111.56181281845,149.437704478412
2,3,inferior_fronto_occipital_L,Left,15126.050488471985,9559.31487041803,0.989533226724802,6.92975664138794,1.5942797019977,87.9752743620257,132.615562607431,126.352703953458,24.8786487579346,32.5136375427246,172.402984619141,70.0,107.0,53.0,194.0,93.0,150.0,45378.0,87.9752743620257,132.615562607431,126.352703953458
3,4,inferior_longitudinal_fasciculus_L,Left,12180.040655136108,6977.95004366215,0.992434843844731,8.14514827728271,1.88992595077834,81.4502463054187,115.371510673235,106.321100164204,15.3540449142456,23.7289924621582,125.060966491699,62.0,113.0,57.0,164.0,89.0,127.0,48720.0,81.4502463054187,115.371510673235,106.321100164204
4,5,superior_longitudinal_fasciculus_L,Left,9212.03074836731,5962.28700288075,0.962990432496675,3.71008515357971,1.53746537695496,73.1634824142423,112.494138080764,135.65338688667,18.5880641937256,43.4790916442871,68.9633026123047,57.0,88.0,89.0,138.0,109.0,165.0,46060.0,73.1634824142423,112.494138080764,135.65338688667
5,6,uncinate_L,Left,2601.0086817741394,2783.32872655247,0.938767526122337,2.90232610702515,0.993225481610968,86.5617070357555,158.329488658208,119.369088811995,19.4294986724854,28.7212677001953,56.3907432556152,72.0,107.0,137.0,188.0,105.0,138.0,15606.0,86.5617070357555,158.329488658208,119.369088811995
6,7,corticospinal_R,Right,,,,,,,,,,,,,,,,,,,,,
7,8,inferior_fronto_occipital_R,Right,,,,,,,,,,,,,,,,,,,,,
8,9,inferior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
9,10,superior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
10,11,uncinate_R,Right,,,,,,,,,,,,,,,,,,,,,
