,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,4918.0,2833.0078653071,0.989898761273636,7.05337858200073,1.31013722985614,89.3511590077267,119.791785278569,153.564863765758,11.9197788238525,24.1755542755127,84.0747146606445,74.0,100.0,86.0,161.0,136.0,164.0,19672.0,89.3511590077267,119.791785278569,153.564863765758
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,52880.0,10916.4303580425,0.563466015379663,1.21044969558716,2.24678582485394,79.6773638426626,80.6362329803328,103.061932677761,44.8510055541992,45.4849433898926,54.2898864746094,51.0,103.0,53.0,111.0,80.0,137.0,317280.0,79.6773638426626,80.6362329803328,103.061932677761
4,7,left cerebellum white matter,inner,12956.0,3762.72140634738,0.91935636200201,2.54177522659302,1.45173747159916,86.6860142019142,90.4755325717814,106.699444272924,16.2363033294678,32.5730590820312,41.2690353393555,66.0,103.0,69.0,116.0,95.0,125.0,90692.0,86.6860142019142,90.4755325717814,106.699444272924
5,10,left thalamus proper,inner,8211.0,2250.70079235803,0.866790536577269,2.0053243637085,1.22358791291462,91.772378516624,118.868469126781,146.149799050055,17.5472145080566,19.5921287536621,35.187858581543,81.0,102.0,102.0,136.0,134.0,158.0,82110.0,91.772378516624,118.868469126781,146.149799050055
6,11,left caudate,inner,2378.0,1352.20813389262,0.979780635985424,4.99813175201416,1.55032626614189,88.7312867956266,145.660639192599,152.104289318755,8.32262134552002,15.2485694885254,41.5975570678711,84.0,95.0,118.0,161.0,139.0,164.0,26158.0,88.7312867956266,145.660639192599,152.104289318755
7,12,left putamen,inner,4694.0,1866.38969849536,0.95510057237945,3.3751654624939,1.31162800931234,78.2373242437154,138.773114614401,142.989561141883,11.0211982727051,20.0101585388184,37.1983680725098,72.0,89.0,118.0,156.0,132.0,154.0,56328.0,78.2373242437154,138.773114614401,142.989561141883
8,13,left pallidium,inner,1550.0,772.113590368312,0.922351619625494,2.58831667900085,1.05664010726289,82.9161290322581,133.538709677419,140.43935483871,8.61339569091797,11.8111886978149,22.2941951751709,77.0,90.0,122.0,144.0,135.0,148.0,20150.0,82.9161290322581,133.538709677419,140.43935483871
9,15,4th ventricle,inner,1327.0,919.108836987894,0.944507053300568,3.04422235488892,1.512544397726,102.726450640543,97.2501883948757,109.606631499623,9.5798168182373,11.7796716690063,29.1630916595459,96.0,109.0,90.0,104.0,88.0,126.0,19905.0,102.726450640543,97.2501883948757,109.606631499623
10,16,brain stem,inner,18410.0,4527.87226551145,0.887579275288398,2.17082190513611,1.55062473727658,102.307821835959,111.00092341119,111.688538837588,23.245512008667,27.8431243896484,50.4618682861328,88.0,116.0,95.0,128.0,82.0,140.0,294560.0,102.307821835959,111.00092341119,111.688538837588
11,17,left hippocampus,inner,3251.0,1581.87354324138,0.981659343901822,5.24539375305176,1.54359617419814,78.158720393725,115.858197477699,128.077514610889,8.40188789367676,16.590799331665,44.0712089538574,70.0,88.0,96.0,132.0,117.0,144.0,55267.0,78.158720393725,115.858197477699,128.077514610889
12,18,left amygdala,inner,680.0,445.780604596191,0.90727202587577,2.37787103652954,2.59400999229544,80.9676470588235,132.786764705882,123.827941176471,6.44360399246216,10.7068996429443,15.3220596313477,75.0,88.0,127.0,137.0,117.0,130.0,12240.0,80.9676470588235,132.786764705882,123.827941176471
13,24,CSF,inner,770.0,540.944539529432,0.891807275461582,2.21035766601562,1.59757227333751,102.544155844156,113.567532467532,149.428571428571,8.51486492156982,9.90628719329834,18.8208961486816,98.0,107.0,109.0,127.0,140.0,156.0,18480.0,102.544155844156,113.567532467532,149.428571428571
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
