,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,3610.540418839082,2678.79676107154,0.963611909294799,3.74104166030884,1.48312947186184,112.685978578384,145.837390457644,137.744888023369,11.7079467773438,20.1532707214355,43.7999153137207,104.0,120.0,126.0,166.0,123.0,155.0,4116216.0,112.685978578384,145.837390457644,137.744888023369
40,1003,left caudal middle frontal,outer,6055.65323412884,4440.5236163167,0.76089116823511,1.54111814498901,2.11268299890871,82.0537010159652,140.02496371553,146.629172714078,22.1249618530273,29.7926158905029,34.0971794128418,63.0,97.0,122.0,160.0,128.0,160.0,6910670.0,82.0537010159652,140.02496371553,146.629172714078
41,1005,left cuneus,outer,3224.701265024487,4110.10329667233,0.868426029695724,2.01686596870422,2.06479419335013,107.670209866449,63.6653038975198,115.30417007359,21.3225059509277,32.1829528808594,43.004638671875,92.0,118.0,45.0,85.0,91.0,132.0,3687345.0,107.670209866449,63.6653038975198,115.30417007359
42,1006,left entorhinal,outer,1567.087041574996,1134.05071749646,0.910461484125974,2.4178307056427,1.56162323687886,98.4223219293326,138.98261357263,78.4256870443074,9.86184597015381,19.8921165466309,23.844274520874,87.0,107.0,126.0,149.0,70.0,88.0,1793698.0,98.4223219293326,138.98261357263,78.4256870443074
43,1007,left fusiform,outer,10506.426525511779,7487.9837087396,0.974192630992835,4.43030261993408,1.62752835187269,81.754726451397,102.327756399532,78.4836038146227,16.9362888336182,30.3677005767822,75.0328826904297,62.0,102.0,66.0,143.0,65.0,93.0,12037678.0,81.754726451397,102.327756399532,78.4836038146227
44,1008,left inferior parietal,outer,12861.891063605435,9109.07867851404,0.859005497717026,1.95325338840485,1.47345538707247,70.4725297252972,75.1331829984967,118.486811534782,23.7125606536865,43.0272407531738,46.3166389465332,50.0,90.0,52.0,96.0,94.0,144.0,14751072.0,70.4725297252972,75.1331829984967,118.486811534782
45,1009,left inferior temporal,outer,11485.526337241754,8135.44989221971,0.981947742783319,5.28674268722534,1.08251639332088,68.3244566880931,123.28749617386,74.6792929292929,17.8429489135742,35.1966781616211,94.3310775756836,45.0,104.0,86.0,160.0,59.0,95.0,13185612.0,68.3244566880931,123.28749617386,74.6792929292929
46,1010,left isthmus cingulate,outer,2032.0276164449751,1874.7819623859,0.942677929702213,2.99666833877563,2.72620042592069,111.469723183391,92.6877162629758,115.060553633218,14.1335039138794,16.7714748382568,42.3534240722656,95.0,118.0,84.0,104.0,95.0,131.0,2335120.0,111.469723183391,92.6877162629758,115.060553633218
47,1011,left lateral occipital,outer,8506.039477488957,7767.19834347726,0.96118823883072,3.62458801269531,2.50434738017946,82.7946889853276,64.7465385410209,90.707584211614,17.641487121582,33.9949417114258,63.9431228637695,58.0,112.0,42.0,88.0,75.0,121.0,9784458.0,82.7946889853276,64.7465385410209,90.707584211614
48,1012,left lateral orbitofrontal,outer,7850.3765874076635,5833.98676815972,0.980043787514921,5.03064393997192,1.42924950785615,100.331728616211,177.021831616659,99.8375503806538,12.6487445831299,33.5385398864746,63.6313285827637,80.0,120.0,146.0,204.0,87.0,115.0,9039184.0,100.331728616211,177.021831616659,99.8375503806538
