,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,3988.003327846527,2543.74941117211,0.93681235023256,2.85851263999939,1.56827602417929,113.938565697091,147.659227683049,164.613841524574,13.0751762390137,18.5196323394775,37.3755569458008,107.0,120.0,130.0,164.0,152.0,177.0,3995976.0,113.938565697091,147.659227683049,164.613841524574
40,1003,left caudal middle frontal,outer,8151.006801724434,5538.63992208302,0.832542194479826,1.8051792383194,2.40140631333601,84.1272236535394,139.457857931542,173.124156545209,22.4658794403076,30.8512344360352,40.5549392700195,66.0,102.0,119.0,158.0,154.0,189.0,8175453.0,84.1272236535394,139.457857931542,173.124156545209
41,1005,left cuneus,outer,2543.0021220445633,3132.71956708704,0.837155048373801,1.82826828956604,2.28059572431066,108.37318128195,68.8572552103814,133.885174990169,20.9986000061035,25.5275096893311,38.3910751342773,93.0,121.0,52.0,85.0,111.0,147.0,2555715.0,108.37318128195,68.8572552103814,133.885174990169
42,1006,left entorhinal,outer,3351.002796292305,1929.42421642576,0.757331748947755,1.53132236003876,0.561689727780291,96.3106535362578,139.220531184721,103.216054908982,15.8983564376831,22.2934093475342,24.3455085754395,82.0,107.0,126.0,150.0,94.0,115.0,3371106.0,96.3106535362578,139.220531184721,103.216054908982
43,1007,left fusiform,outer,9915.008273720741,5978.12217932631,0.971746028742694,4.23676872253418,1.66646294686818,83.1523953605648,103.193242561775,105.542713061019,15.4919052124023,24.3701286315918,65.6356201171875,68.0,98.0,72.0,138.0,92.0,118.0,9984405.0,83.1523953605648,103.193242561775,105.542713061019
44,1008,left inferior parietal,outer,11008.009185791016,8097.2470272494,0.861642734647369,1.97038400173187,2.19764723068072,73.6066497093023,76.1528888081395,142.51980377907,22.4123382568359,39.1713371276855,44.1609115600586,56.0,96.0,57.0,95.0,119.0,167.0,11096064.0,73.6066497093023,76.1528888081395,142.51980377907
45,1009,left inferior temporal,outer,12765.010651946068,7853.41794952814,0.983720872936107,5.56473112106323,1.24126228892648,70.1066980023502,122.70928319624,102.151037994516,16.0641822814941,31.5105075836182,89.3928527832031,51.0,98.0,82.0,159.0,88.0,121.0,12879885.0,70.1066980023502,122.70928319624,102.151037994516
46,1010,left isthmus cingulate,outer,1761.0014694929123,1626.07617175288,0.965148380972916,3.82112145423889,2.88725881045928,111.909710391823,93.5088018171493,137.80976717774,13.3967790603638,14.1147365570068,51.1907196044922,94.0,121.0,85.0,103.0,119.0,155.0,1778610.0,111.909710391823,93.5088018171493,137.80976717774
47,1011,left lateral occipital,outer,8919.007442593575,7126.2002937953,0.967616889512936,3.96159839630127,2.58837727726218,86.7162237919049,65.6843816571365,115.035542101132,15.8571128845215,33.7361640930176,62.8195114135742,61.0,114.0,49.0,87.0,96.0,144.0,9017109.0,86.7162237919049,65.6843816571365,115.035542101132
48,1012,left lateral orbitofrontal,outer,7816.00652217865,5888.49721211848,0.973150973222191,4.34465789794922,1.4349750870834,96.4103121801433,172.226074718526,127.424129989765,14.3350324630737,31.5833930969238,62.2808113098145,75.0,114.0,144.0,199.0,112.0,148.0,7909792.0,96.4103121801433,172.226074718526,127.424129989765
