,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,3687.294010989368,2590.24258579101,0.948985636605206,3.17138838768005,1.58259655281657,103.060043934586,189.577495728582,237.186966072736,15.71311378479,24.5193252563477,49.8323860168457,94.0,111.0,168.0,213.0,219.0,257.0,8210388.0,103.060043934586,189.577495728582,237.186966072736
40,1003,left caudal middle frontal,outer,7960.03707107529,5697.49577858993,0.84467782682941,1.86819839477539,2.45149449896256,66.5262592571655,180.210695912714,249.566453728306,28.559757232666,41.3777542114258,53.3552932739258,44.0,89.0,154.0,208.0,223.0,273.0,17742067.0,66.5262592571655,180.210695912714,249.566453728306
41,1005,left cuneus,outer,2376.4461401067674,3336.30797655096,0.861425734627446,1.96895527839661,2.20579935595018,96.7636811209998,78.3904563529635,212.179890172316,27.4185276031494,35.4244346618652,53.9858551025391,79.0,114.0,53.0,101.0,182.0,228.0,5307405.0,96.7636811209998,78.3904563529635,212.179890172316
42,1006,left entorhinal,outer,3313.344618368894,1956.58590780072,0.752102803551026,1.51734519004822,1.26001620180829,81.5287247046041,166.177509167459,157.714111096021,20.435115814209,29.3136501312256,31.0071258544922,63.0,95.0,149.0,180.0,145.0,172.0,7407178.0,81.5287247046041,166.177509167459,157.714111096021
43,1007,left fusiform,outer,10023.733719158918,6494.33010450108,0.970606675382,4.15504455566406,1.64935298231957,65.0518967452301,119.254051627385,167.425499438833,21.06325340271,31.3630523681641,87.5187530517578,46.0,84.0,77.0,164.0,143.0,188.0,22430925.0,65.0518967452301,119.254051627385,167.425499438833
44,1008,left inferior parietal,outer,10984.032159414142,8393.26098830256,0.865629656655281,1.99726438522339,1.88792703086109,54.0900077840141,89.8020402310623,222.367610307673,29.1696758270264,50.2304420471191,58.2595558166504,32.0,81.0,63.0,115.0,194.0,255.0,24604272.0,54.0900077840141,89.8020402310623,222.367610307673
45,1009,left inferior temporal,outer,12765.579265773296,8117.98057636651,0.983460234807858,5.52107429504395,1.25001121564768,48.6475253807107,143.940672588832,158.866610265087,21.3413696289062,39.2524108886719,117.827285766602,23.0,84.0,91.0,192.0,137.0,190.0,28623312.0,48.6475253807107,143.940672588832,158.866610265087
46,1010,left isthmus cingulate,outer,1719.897206492722,1741.75868434966,0.967234694692975,3.93880820274353,0.0369556588155159,101.166666666667,112.469387755102,212.508372579801,17.1224212646484,19.1907787322998,67.4419326782227,78.0,113.0,104.0,129.0,186.0,236.0,3860220.0,101.166666666667,112.469387755102,212.508372579801
47,1011,left lateral occipital,outer,8873.08558807522,7375.69484127881,0.96573350718559,3.85303378105164,2.54773590778246,69.1967745207425,71.1598032254793,187.708743280252,20.7575492858887,44.0936470031738,79.9795379638672,38.0,105.0,49.0,101.0,160.0,212.0,19934898.0,69.1967745207425,71.1598032254793,187.708743280252
48,1012,left lateral orbitofrontal,outer,8298.43652143702,6168.48308347438,0.973839195339229,4.40066766738892,1.43942285690578,81.1014044791497,214.685103844694,182.93850658858,19.2889060974121,39.2856483459473,84.8840637207031,54.0,104.0,176.0,253.0,166.0,207.0,18662292.0,81.1014044791497,214.685103844694,182.93850658858
