,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,3693.1667040567845,2600.93925628212,0.942417201211413,2.99007678031921,1.57802396920216,111.113279390766,149.3469776297,136.643741075678,13.4495534896851,18.7797679901123,40.2151985168457,103.0,118.0,131.0,167.0,123.0,151.0,4210404.0,111.113279390766,149.3469776297,136.643741075678
40,1003,left caudal middle frontal,outer,8082.427655998617,5672.92212248302,0.824134423630659,1.76555454730988,2.36012340731136,78.9724880382775,141.890495867769,145.053719008264,23.8326969146729,33.1805381774902,42.0779266357422,60.0,96.0,120.0,163.0,126.0,162.0,9223588.0,78.9724880382775,141.890495867769,145.053719008264
41,1005,left cuneus,outer,2485.5486528016627,3154.67739800771,0.846858805851315,1.88034319877625,2.2999944115304,106.856082036775,61.7860678925035,114.93847241867,21.8400363922119,27.1821994781494,41.066764831543,91.0,121.0,44.0,79.0,94.0,129.0,2842140.0,106.856082036775,61.7860678925035,114.93847241867
42,1006,left entorhinal,outer,2482.9119321657345,1701.48574987006,0.822785897678266,1.7594747543335,2.08964253882359,93.2385840707965,133.365663716814,77.76,14.3946809768677,24.0647029876709,25.3270778656006,79.0,106.0,121.0,146.0,69.0,87.0,2841950.0,93.2385840707965,133.365663716814,77.76
43,1007,left fusiform,outer,9120.41667967569,6321.2853419227,0.975877600225345,4.58046674728394,1.67353036942876,80.9350486653175,95.6317818251903,82.4356750505926,15.3377513885498,26.8478202819824,70.2540588378906,64.0,97.0,62.0,133.0,66.0,96.0,10449639.0,80.9350486653175,95.6317818251903,82.4356750505926
44,1008,left inferior parietal,outer,10158.405703352764,7766.65699962311,0.857881614074042,1.9461030960083,2.25513813602527,69.3828517044471,70.9043952240872,121.444281017477,23.0005435943604,40.403377532959,44.7614288330078,50.0,93.0,50.0,91.0,101.0,146.0,11650464.0,69.3828517044471,70.9043952240872,121.444281017477
45,1009,left inferior temporal,outer,12294.149418454617,7935.25670254966,0.986324203446003,6.06734418869019,1.22725029773621,66.1750786388333,115.903774663998,76.7192593651701,15.6031398773193,33.0982933044434,94.6696166992188,46.0,96.0,73.0,156.0,62.0,98.0,14113892.0,66.1750786388333,115.903774663998,76.7192593651701
46,1010,left isthmus cingulate,outer,1603.1261466443539,1637.05653293203,0.962840895244903,3.70275378227234,3.04124642401208,109.843201754386,88.7828947368421,115.710526315789,13.9039106369019,15.6451721191406,51.4827575683594,91.0,119.0,81.0,100.0,97.0,133.0,1842240.0,109.843201754386,88.7828947368421,115.710526315789
47,1011,left lateral occipital,outer,7748.443042114377,7020.69740218615,0.967521356251809,3.95586395263672,2.59831698157622,84.418557168784,57.2230036297641,95.790834845735,17.0504989624023,33.0498123168945,67.4494552612305,58.0,114.0,39.0,81.0,79.0,118.0,8912976.0,84.418557168784,57.2230036297641,95.790834845735
48,1012,left lateral orbitofrontal,outer,7635.064054769464,5889.61871954152,0.975210727339788,4.51919841766357,1.42557716340423,93.702889374928,171.772533671003,96.8788995050075,14.4780731201172,33.1388473510742,65.4292831420898,71.0,112.0,142.0,201.0,84.0,115.0,8791244.0,93.702889374928,171.772533671003,96.8788995050075
