,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,38806.375412712805,20094.7711415396,0.987625352606069,6.37626457214355,1.52004712381722,103.771295268725,117.973116209544,127.485040654089,25.8880252838135,62.853328704834,165.068893432617,81.0,120.0,45.0,198.0,94.0,165.0,44153.0,103.771295268725,117.973116209544,127.485040654089
1,2,corticospinal_L,Left,18639.857082255185,12003.8506310834,0.95128827320101,3.24356436729431,1.53602040299474,98.689268200679,115.213787250094,128.845341380611,28.1687641143799,70.0832595825195,91.3672027587891,84.0,119.0,71.0,180.0,81.0,166.0,42416.0,98.689268200679,115.213787250094,128.845341380611
2,3,inferior_fronto_occipital_L,Left,14501.963497605175,9104.26768628029,0.990580693102689,7.30298900604248,1.53996614390342,85.0967878787879,127.689454545455,104.081090909091,24.4268341064453,37.7179069519043,178.388900756836,65.0,109.0,46.0,191.0,88.0,122.0,49500.0,85.0967878787879,127.689454545455,104.081090909091
3,4,inferior_longitudinal_fasciculus_L,Left,11418.75816732645,6469.92742517368,0.992106404082629,7.97455215454102,1.87802379908638,76.0890548029557,108.369150246305,89.1011391625616,16.190013885498,28.468542098999,129.108108520508,58.0,114.0,47.0,158.0,72.0,108.0,51968.0,76.0890548029557,108.369150246305,89.1011391625616
4,5,superior_longitudinal_fasciculus_L,Left,9495.70991685614,6287.59439321512,0.956970903806219,3.44609045982361,1.33568917118484,65.8388559792669,111.38541281007,112.933450573862,20.0500888824463,52.8743896484375,69.0944213867188,46.0,84.0,87.0,145.0,87.0,133.0,54020.0,65.8388559792669,111.38541281007,112.933450573862
5,6,uncinate_L,Left,2421.388450660743,2704.74905574651,0.941011325908996,2.9553005695343,0.956020066523741,86.3226860254083,153.657713248639,92.2323049001815,20.1256694793701,31.7320251464844,59.4774017333984,68.0,109.0,131.0,185.0,77.0,106.0,16530.0,86.3226860254083,153.657713248639,92.2323049001815
6,7,corticospinal_R,Right,,,,,,,,,,,,,,,,,,,,,
7,8,inferior_fronto_occipital_R,Right,,,,,,,,,,,,,,,,,,,,,
8,9,inferior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
9,10,superior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
10,11,uncinate_R,Right,,,,,,,,,,,,,,,,,,,,,
