,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,3824.0,2512.71916251018,0.941159962382581,2.95891761779785,1.57417122651599,91.5421025104603,151.711558577406,178.535564853556,12.7158508300781,18.2616653442383,37.6251564025879,85.0,98.0,136.0,168.0,165.0,193.0,3831648.0,91.5421025104603,151.711558577406,178.535564853556
40,1003,left caudal middle frontal,outer,7884.0,5597.7354396864,0.825479851208119,1.77169394493103,2.37251133674185,61.8778538812785,145.790715372907,188.056950786403,22.4491710662842,31.36328125,39.7730598449707,44.0,78.0,126.0,165.0,169.0,205.0,7907652.0,61.8778538812785,145.790715372907,188.056950786403
41,1005,left cuneus,outer,2658.0,3195.13247355114,0.842973494641117,1.858891248703,2.22107554688237,85.0876598946576,69.2279909706546,159.826937547028,20.7746448516846,26.0031929016113,38.617805480957,71.0,97.0,50.0,85.0,140.0,174.0,2671290.0,85.0876598946576,69.2279909706546,159.826937547028
42,1006,left entorhinal,outer,3418.0,1919.06932326975,0.780273794996029,1.5988792181015,0.461261583613985,73.3098303101229,134.85839672323,119.578115857226,15.4690723419189,21.7315769195557,24.7331790924072,58.0,85.0,123.0,145.0,110.0,130.0,3438508.0,73.3098303101229,134.85839672323,119.578115857226
43,1007,left fusiform,outer,9640.0,5931.01747868583,0.97203397903912,4.25821399688721,1.67806448774027,59.9315352697095,99.4591286307054,127.385477178423,15.3428001403809,24.5877285003662,65.3329238891602,45.0,77.0,68.0,133.0,111.0,141.0,9707480.0,59.9315352697095,99.4591286307054,127.385477178423
44,1008,left inferior parietal,outer,10693.0,7914.28344248027,0.870350368057455,2.03073334693909,2.02503797483761,50.7673244178434,77.9508089404283,168.205835593379,21.5640716552734,39.1312675476074,43.7908782958984,34.0,72.0,57.0,97.0,147.0,192.0,10778544.0,50.7673244178434,77.9508089404283,168.205835593379
45,1009,left inferior temporal,outer,12689.0,7732.53814349343,0.984142416095388,5.637610912323,1.23061124606175,46.7820159193002,117.469461738514,121.492394987785,16.0438823699951,31.142240524292,90.4491653442383,28.0,74.0,78.0,154.0,105.0,145.0,12803201.0,46.7820159193002,117.469461738514,121.492394987785
46,1010,left isthmus cingulate,outer,1873.0,1699.51559275095,0.96273517626171,3.69759750366211,0.0173483613825335,89.3646556326749,94.0790176187934,161.072076882007,13.3262519836426,14.5805721282959,49.2751159667969,70.0,98.0,87.0,106.0,141.0,178.0,1891730.0,89.3646556326749,94.0790176187934,161.072076882007
47,1011,left lateral occipital,outer,8943.0,7184.07759299885,0.966162910786675,3.87698173522949,2.57228243187521,62.9223974057922,63.8954489544895,142.140221402214,16.1460132598877,32.9942855834961,62.5977973937988,38.0,91.0,47.0,86.0,125.0,172.0,9041373.0,62.9223974057922,63.8954489544895,142.140221402214
48,1012,left lateral orbitofrontal,outer,8107.0,5754.23296308456,0.973999144252494,4.41400384902954,1.42991188635286,73.9305538423584,169.989268533366,138.145306525225,13.9996185302734,31.0253582000732,61.7943687438965,53.0,93.0,141.0,198.0,126.0,155.0,8204284.0,73.9305538423584,169.989268533366,138.145306525225
