,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,6221.0,3217.93596872697,0.986872481905042,6.19189691543579,1.19133709929773,97.4179392380646,102.927503616782,153.990033756631,14.147798538208,23.3010559082031,87.6017074584961,79.0,112.0,70.0,145.0,136.0,166.0,24884.0,97.4179392380646,102.927503616782,153.990033756631
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,56470.0,11285.824804134,0.689060146992164,1.37987339496613,2.06316965624133,83.6003895873915,69.531326367983,103.11269700726,41.7265510559082,47.7818260192871,57.5773582458496,57.0,108.0,38.0,98.0,81.0,132.0,338820.0,83.6003895873915,69.531326367983,103.11269700726
4,7,left cerebellum white matter,inner,13784.0,3960.39736450258,0.931049065549801,2.74052166938782,1.4143791186809,92.8816744051074,78.773505513639,106.128917585607,15.5987043380737,34.4890556335449,42.7485885620117,71.0,109.0,56.0,105.0,95.0,122.0,96488.0,92.8816744051074,78.773505513639,106.128917585607
5,10,left thalamus proper,inner,8512.0,2297.10801245108,0.85017960858589,1.89936125278473,1.08323753821317,99.6554276315789,102.146029135338,146.688792293233,18.0726184844971,20.1919002532959,34.3264312744141,87.0,111.0,86.0,118.0,134.0,159.0,85120.0,99.6554276315789,102.146029135338,146.688792293233
6,11,left caudate,inner,3064.0,1493.2839998397,0.969671075091861,4.09142541885376,1.47325546347016,99.0283942558747,128.982375979112,154.590078328982,9.67125511169434,15.7070388793945,39.5692176818848,93.0,106.0,100.0,144.0,142.0,165.0,33704.0,99.0283942558747,128.982375979112,154.590078328982
7,12,left putamen,inner,4095.0,1688.1603701801,0.947973110914094,3.14119267463684,1.2273416874468,87.9238095238095,123.578266178266,144.85641025641,11.0502367019653,18.9112644195557,34.7109222412109,81.0,99.0,104.0,140.0,135.0,156.0,49140.0,87.9238095238095,123.578266178266,144.85641025641
8,13,left pallidium,inner,1374.0,689.649439836379,0.887559587888124,2.17064332962036,0.966325259968476,92.7321688500728,118.970887918486,142.494905385735,9.05822467803955,11.2939825057983,19.6621742248535,86.0,100.0,109.0,128.0,137.0,149.0,17862.0,92.7321688500728,118.970887918486,142.494905385735
9,15,4th ventricle,inner,1646.0,997.5592727664,0.908992799764722,2.3991641998291,1.14193707143057,109.71567436209,83.498177399757,108.635479951397,11.0780029296875,11.9848365783691,26.5779476165771,103.0,117.0,75.0,89.0,88.0,125.0,24690.0,109.71567436209,83.498177399757,108.635479951397
