,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,39982.06196093559,21654.3159557701,0.992332788886837,8.09096622467041,1.55208207032758,105.024561052474,122.13313491071,156.307638437297,20.7359085083008,70.5255889892578,167.773529052734,89.0,118.0,49.0,201.0,117.0,198.0,39982.0,105.024561052474,122.13313491071,156.307638437297
1,2,corticospinal_L,Left,19332.029959201813,12546.5997449991,0.969821103530536,4.10142660140991,1.54719514117004,98.8942685702462,118.739706186634,158.563159528243,24.4438724517822,63.9333534240723,100.254745483398,85.0,115.0,76.0,178.0,106.0,199.0,38664.0,98.8942685702462,118.739706186634,158.563159528243
2,3,inferior_fronto_occipital_L,Left,14911.023107886314,9520.7008616271,0.989772955038491,7.01008272171021,1.59548906534002,88.8896116960633,129.688015558983,132.228958487023,26.1229801177979,36.127799987793,183.124252319336,68.0,110.0,50.0,195.0,105.0,152.0,44733.0,88.8896116960633,129.688015558983,132.228958487023
3,4,inferior_longitudinal_fasciculus_L,Left,12251.018985629082,7133.62954742957,0.993205416026614,8.59295558929443,1.91109110361754,80.6608440127336,110.746061545996,115.752020243245,15.9010210037231,27.2382717132568,136.636764526367,59.0,117.0,51.0,162.0,101.0,136.0,49004.0,80.6608440127336,110.746061545996,115.752020243245
4,5,superior_longitudinal_fasciculus_L,Left,10765.016682744026,6398.23262387733,0.970639213045895,4.15731143951416,1.45074009134535,70.8311193683233,114.360055736182,142.601114723641,17.9812927246094,45.4144248962402,74.7538375854492,53.0,86.0,90.0,145.0,116.0,171.0,53825.0,70.8311193683233,114.360055736182,142.601114723641
5,6,uncinate_L,Left,2632.0040788650513,2814.91766503524,0.941599233002214,2.96968865394592,0.980093160644635,87.5923252279635,159.609802431611,123.431610942249,20.4503746032715,27.5705165863037,60.7312469482422,69.0,109.0,136.0,190.0,109.0,139.0,15792.0,87.5923252279635,159.609802431611,123.431610942249
6,7,corticospinal_R,Right,,,,,,,,,,,,,,,,,,,,,
7,8,inferior_fronto_occipital_R,Right,,,,,,,,,,,,,,,,,,,,,
8,9,inferior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
9,10,superior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
10,11,uncinate_R,Right,,,,,,,,,,,,,,,,,,,,,
