,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,3795.0,2508.82112212835,0.938597270361432,2.89842700958252,1.43716333492859,95.6263504611331,164.168115942029,147.635046113307,12.1346988677979,20.8460178375244,35.1715393066406,88.0,103.0,146.0,181.0,131.0,160.0,3802590.0,95.6263504611331,164.168115942029,147.635046113307
40,1003,left caudal middle frontal,outer,6489.0,5089.62789592121,0.80583332752992,1.68878293037415,2.17142370051452,67.0630297426414,160.077053475112,160.618431191247,24.0140533447266,27.9413471221924,40.5545234680176,49.0,84.0,141.0,180.0,139.0,177.0,6508467.0,67.0630297426414,160.077053475112,160.618431191247
41,1005,left cuneus,outer,3990.0,4550.31920044382,0.877563748154624,2.08567976951599,1.94588209487242,86.5731829573935,68.4012531328321,140.275438596491,19.7170467376709,33.0607109069824,41.1234474182129,72.0,96.0,45.0,85.0,119.0,163.0,4009950.0,86.5731829573935,68.4012531328321,140.275438596491
42,1006,left entorhinal,outer,2358.0,1459.99933266062,0.866988714410186,2.00671148300171,2.10073311331765,77.0746395250212,141.675996607294,92.0432569974555,12.5461483001709,19.8296699523926,25.1764984130859,67.0,88.0,129.0,152.0,82.0,100.0,2372148.0,77.0746395250212,141.675996607294,92.0432569974555
43,1007,left fusiform,outer,10105.0,6556.09312312092,0.975623662834195,4.55683898925781,1.49430229271211,62.5160811479466,103.874616526472,102.960118753093,16.7453994750977,23.0002384185791,76.3060913085938,48.0,76.0,66.0,144.0,81.0,120.0,10175735.0,62.5160811479466,103.874616526472,102.960118753093
44,1008,left inferior parietal,outer,14152.0,9976.85616226936,0.856344276688838,1.93646335601807,2.08336738753502,54.4742085924251,84.3676512153759,149.868711136235,24.2969379425049,39.0339698791504,47.0501289367676,38.0,72.0,58.0,109.0,133.0,174.0,14265216.0,54.4742085924251,84.3676512153759,149.868711136235
45,1009,left inferior temporal,outer,12861.0,8448.86340225556,0.987465117095893,6.33563423156738,1.20718257131937,51.6155042376176,123.280771324158,95.5492574449887,15.49778175354,31.718786239624,98.1882781982422,33.0,83.0,81.0,160.0,75.0,120.0,12976749.0,51.6155042376176,123.280771324158,95.5492574449887
46,1010,left isthmus cingulate,outer,2663.0,2145.46698430526,0.93341176860651,2.7870135307312,0.944582060690762,90.8471648516711,100.765677806985,141.42546000751,15.2758235931396,18.5313472747803,42.5739288330078,78.0,98.0,91.0,115.0,117.0,159.0,2689630.0,90.8471648516711,100.765677806985,141.42546000751
47,1011,left lateral occipital,outer,12188.0,9355.94482846888,0.949110368485726,3.1751708984375,2.35225002724539,63.7755169018707,63.6366097801116,123.821873974401,19.3803176879883,40.2362823486328,61.5358200073242,42.0,91.0,43.0,92.0,105.0,151.0,12322068.0,63.7755169018707,63.6366097801116,123.821873974401
48,1012,left lateral orbitofrontal,outer,7855.0,5616.98186928304,0.968993139246714,4.04714727401733,1.33883066755422,80.3182686187142,176.902991725016,102.360280076384,14.3519344329834,32.5300140380859,58.0843925476074,58.0,101.0,148.0,209.0,91.0,114.0,7949260.0,80.3182686187142,176.902991725016,102.360280076384
