,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,4476.0,2913.54472956361,0.958489072018727,3.50718092918396,1.62183792957414,105.117739052726,139.119526362824,185.953976764969,12.2068557739258,20.0298595428467,42.811653137207,97.0,111.0,118.0,158.0,170.0,203.0,4484952.0,105.117739052726,139.119526362824,185.953976764969
40,1003,left caudal middle frontal,outer,7549.0,5590.34745030573,0.832369590875538,1.80433464050293,2.88685402316155,78.1071665121208,128.269572128759,194.192078420983,21.4461708068848,30.6706790924072,38.6960678100586,60.0,93.0,110.0,148.0,175.0,212.0,7571647.0,78.1071665121208,128.269572128759,194.192078420983
41,1005,left cuneus,outer,4844.0,5096.33626823601,0.935264770053372,2.82526683807373,2.18776136703612,108.319983484723,42.0127993393889,157.403798513625,17.7541236877441,34.2108879089355,50.1601371765137,93.0,120.0,23.0,66.0,127.0,178.0,4868220.0,108.319983484723,42.0127993393889,157.403798513625
42,1006,left entorhinal,outer,2054.0,1411.7948984286,0.892727845728739,2.2192816734314,1.60914166025272,93.0963972736125,124.522395326193,125.350048685492,11.6904706954956,16.8217678070068,25.9444465637207,84.0,102.0,112.0,137.0,117.0,134.0,2066324.0,93.0963972736125,124.522395326193,125.350048685492
43,1007,left fusiform,outer,11523.0,6613.04386420873,0.978429681361987,4.840735912323,1.65025470710895,81.9088778963812,82.0072029853337,125.43365443027,16.6464614868164,25.3443870544434,80.5811233520508,66.0,98.0,47.0,125.0,111.0,138.0,11603661.0,81.9088778963812,82.0072029853337,125.43365443027
44,1008,left inferior parietal,outer,13242.0,9248.31483300668,0.859747156678731,1.9580203294754,0.524403391429062,75.0638121129739,52.9361878870261,166.17066908322,23.5114440917969,38.2399024963379,46.0358848571777,60.0,92.0,34.0,76.0,140.0,191.0,13347936.0,75.0638121129739,52.9361878870261,166.17066908322
45,1009,left inferior temporal,outer,13764.0,8865.98767152358,0.985384089268956,5.87036037445068,1.30603490230028,68.3600697471665,100.155042138913,121.974934612031,16.7356643676758,32.5058326721191,98.244384765625,49.0,95.0,59.0,148.0,106.0,138.0,13887876.0,68.3600697471665,100.155042138913,121.974934612031
46,1010,left isthmus cingulate,outer,2777.0,2272.8298194541,0.946943160871199,3.11137747764587,0.461194884512965,107.043932301044,78.228303925099,162.253871083904,14.8051300048828,19.0484848022461,46.0643463134766,94.0,114.0,69.0,90.0,143.0,180.0,2804770.0,107.043932301044,78.228303925099,162.253871083904
47,1011,left lateral occipital,outer,13657.0,10436.8278260078,0.950787364367637,3.22742938995361,2.50042734342362,88.7464304019917,38.7617339093505,133.406311781504,19.3662986755371,43.2603149414062,62.503360748291,61.0,117.0,21.0,66.0,113.0,167.0,13807227.0,88.7464304019917,38.7617339093505,133.406311781504
48,1012,left lateral orbitofrontal,outer,8117.0,5663.60146522274,0.983419790996385,5.5143928527832,1.46555946815563,89.2916102008131,162.903782185537,142.642725144758,11.8978214263916,29.6864490509033,65.609260559082,72.0,107.0,131.0,192.0,132.0,158.0,8214404.0,89.2916102008131,162.903782185537,142.642725144758
