,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,4243.085448916393,2957.89575839812,0.967131342640384,3.93271374702454,1.60707069939319,105.616926503341,193.922897444056,236.961183582564,14.459677696228,27.412691116333,56.8657722473145,96.0,112.0,165.0,218.0,214.0,262.0,9447858.0,105.616926503341,193.922897444056,236.961183582564
40,1003,left caudal middle frontal,outer,7582.563348630949,5827.27992981694,0.861753242436444,1.9711127281189,3.06877808479571,73.7966172106825,181.255667655786,250.628902077151,26.3385734558105,41.6772117614746,51.9162979125977,52.0,91.0,158.0,208.0,224.0,275.0,16900550.0,73.7966172106825,181.255667655786,250.628902077151
41,1005,left cuneus,outer,4188.184990249747,5070.07789511648,0.943270698181379,3.01182436943054,2.04802729388252,103.04050714516,64.3175029547652,206.944987643709,21.4381446838379,46.4284477233887,64.5679244995117,85.0,117.0,37.0,95.0,167.0,236.0,9353535.0,103.04050714516,64.3175029547652,206.944987643709
42,1006,left entorhinal,outer,2211.768478250511,1575.35450065267,0.843548913510996,1.86201584339142,1.46238457661584,86.9397761953204,169.641098677518,156.104374364191,18.4987106323242,20.0321407318115,34.4448928833008,74.0,96.0,153.0,186.0,143.0,170.0,4944490.0,86.9397761953204,169.641098677518,156.104374364191
43,1007,left fusiform,outer,11336.044707143159,6908.6087743253,0.977016977103625,4.69127893447876,1.62195700911172,70.3221388591164,114.474852129729,162.221785558334,22.9514427185059,31.766902923584,107.671615600586,51.0,91.0,68.0,171.0,138.0,181.0,25367337.0,70.3221388591164,114.474852129729,162.221785558334
44,1008,left inferior parietal,outer,12258.552414246627,9155.34495093199,0.882095109009739,2.12282085418701,0.666729278344632,64.624059322345,80.5292757240924,219.415072868103,28.7001552581787,49.5040092468262,60.9252853393555,47.0,87.0,53.0,110.0,186.0,253.0,27458928.0,64.624059322345,80.5292757240924,219.415072868103
45,1009,left inferior temporal,outer,14028.867204366163,9217.71496602183,0.984756226685135,5.74910449981689,1.27118006271175,55.0595669607057,139.390408981556,156.206190858059,22.9483509063721,41.1311912536621,131.932464599609,30.0,91.0,84.0,197.0,131.0,181.0,31455575.0,55.0595669607057,139.390408981556,156.206190858059
46,1010,left isthmus cingulate,outer,2601.921737791344,2253.91115274879,0.954995684110521,3.37132048606873,0.528211384089645,103.735385679696,111.336561743341,210.310446212383,17.9801807403564,24.3220634460449,60.6169509887695,87.0,112.0,99.0,128.0,184.0,234.0,5839820.0,103.735385679696,111.336561743341,210.310446212383
47,1011,left lateral occipital,outer,12616.305403098948,10024.246936801,0.949420994905497,3.18465256690979,2.42007364575693,77.2796761306891,58.633078898559,176.61431730632,24.5205879211426,56.966423034668,78.0895538330078,44.0,110.0,34.0,97.0,149.0,222.0,28344396.0,77.2796761306891,58.633078898559,176.61431730632
48,1012,left lateral orbitofrontal,outer,8065.417382641691,5784.83137919038,0.982701706706493,5.39970064163208,1.43165107773458,84.383641131507,222.016626680801,178.088322267478,16.0496597290039,37.1941108703613,86.6633605957031,62.0,108.0,178.0,260.0,165.0,196.0,18138076.0,84.383641131507,222.016626680801,178.088322267478
