,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,4282.0,2857.24918827496,0.96006264659709,3.57417130470276,1.59702062536719,115.675385333956,151.837225595516,172.154834189631,11.8932600021362,20.3466968536377,42.5085487365723,108.0,121.0,130.0,170.0,156.0,190.0,4290564.0,115.675385333956,151.837225595516,172.154834189631
40,1003,left caudal middle frontal,outer,7920.0,5534.54245487215,0.829675278856381,1.79132401943207,2.84867566173959,89.0969696969697,142.680555555556,182.210732323232,21.491268157959,31.1010704040527,38.4978256225586,72.0,104.0,125.0,162.0,162.0,200.0,7943760.0,89.0969696969697,142.680555555556,182.210732323232
41,1005,left cuneus,outer,4287.0,4757.7551441842,0.932642335067162,2.77160143852234,2.12476553202742,113.059482155353,56.6027525075811,146.203872171682,17.574426651001,33.6063499450684,48.7093048095703,100.0,123.0,37.0,80.0,116.0,167.0,4308435.0,113.059482155353,56.6027525075811,146.203872171682
42,1006,left entorhinal,outer,2063.0,1360.45917603392,0.882294328530882,2.12450408935547,1.52445202959761,100.176926805623,136.292292777508,111.65244789142,12.1009960174561,16.8105068206787,25.7086143493652,91.0,109.0,124.0,148.0,103.0,121.0,2075378.0,100.176926805623,136.292292777508,111.65244789142
43,1007,left fusiform,outer,11456.0,6482.44991662331,0.976038727582035,4.59565401077271,1.61403995757669,87.1005586592179,95.5518505586592,114.185579608939,17.1109409332275,25.158239364624,78.6359634399414,71.0,103.0,61.0,137.0,97.0,128.0,11536192.0,87.1005586592179,95.5518505586592,114.185579608939
44,1008,left inferior parietal,outer,12178.0,8546.80325761236,0.864242599246829,1.98777401447296,0.497661492621165,81.5261126621777,68.2805879454754,156.25307932337,22.9281616210938,37.1049118041992,45.5760040283203,68.0,99.0,48.0,91.0,131.0,182.0,12275424.0,81.5261126621777,68.2805879454754,156.25307932337
45,1009,left inferior temporal,outer,13228.0,8341.93764870791,0.985980146824393,5.9929518699646,1.2571107823772,75.3444209253099,114.454490474751,110.580133051104,16.6083068847656,31.8360595703125,99.5327835083008,56.0,102.0,73.0,160.0,93.0,128.0,13347052.0,75.3444209253099,114.454490474751,110.580133051104
46,1010,left isthmus cingulate,outer,2653.0,2250.6419635819,0.946824216900428,3.10799050331116,0.473889821643063,114.03731624576,91.3313230305315,150.471918582737,14.597677230835,18.8335247039795,45.369441986084,101.0,120.0,83.0,104.0,130.0,167.0,2679530.0,114.03731624576,91.3313230305315,150.471918582737
47,1011,left lateral occipital,outer,13030.0,9682.52215011151,0.952485622519806,3.2831711769104,2.45328179873869,92.464773599386,53.1762087490407,123.619109746738,18.7026214599609,42.5380821228027,61.4039077758789,66.0,119.0,35.0,81.0,103.0,157.0,13173330.0,92.464773599386,53.1762087490407,123.619109746738
48,1012,left lateral orbitofrontal,outer,7928.0,5352.97766344415,0.983081880237941,5.45950937271118,1.41213994303891,98.8955600403633,174.508324924319,128.452951564077,11.72984790802,29.0541744232178,64.0392150878906,82.0,117.0,145.0,203.0,118.0,143.0,8023136.0,98.8955600403633,174.508324924319,128.452951564077
