,Label,Description,side,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,corpus_callosum,Both,43414.0,22347.5788446296,0.994269779108302,9.35453796386719,1.53451581476318,108.388630395725,120.205555811489,163.036002211268,19.0565719604492,71.0133285522461,178.265426635742,92.0,120.0,42.0,203.0,126.0,206.0,43414.0,108.388630395725,120.205555811489,163.036002211268
1,2,corticospinal_L,Left,20915.0,13252.7625633153,0.973314071387722,4.35773420333862,1.59672752209284,103.860865407602,116.477886684198,165.957924934258,23.8768901824951,68.1608581542969,104.049140930176,92.0,119.0,71.0,179.0,111.0,207.0,41830.0,103.860865407602,116.477886684198,165.957924934258
2,3,inferior_fronto_occipital_L,Left,15512.0,9802.77125241294,0.990885151120639,7.42338800430298,1.588715253414,93.1020500257865,125.543965961836,137.214736977824,26.1334037780762,32.9144554138184,193.998397827148,75.0,113.0,40.0,196.0,117.0,159.0,46536.0,93.1020500257865,125.543965961836,137.214736977824
3,4,inferior_longitudinal_fasciculus_L,Left,13504.0,7487.20420242988,0.994899498699669,9.9136381149292,1.86236945364564,85.956605450237,102.150547985782,122.252813981043,14.3008298873901,26.7180595397949,141.773254394531,67.0,118.0,40.0,157.0,105.0,146.0,54016.0,85.956605450237,102.150547985782,122.252813981043
4,5,superior_longitudinal_fasciculus_L,Left,10710.0,6497.25606337369,0.968299037763952,4.00330114364624,1.46610174338071,77.7112978524743,110.376563958917,148.879925303455,17.4431095123291,45.9227447509766,69.8300170898438,60.0,92.0,85.0,145.0,125.0,172.0,53550.0,77.7112978524743,110.376563958917,148.879925303455
5,6,uncinate_L,Left,2554.0,2715.29211874588,0.953133825363319,3.30524969100952,1.05617869979515,91.2118245888802,155.368050117463,125.2795614722,18.567455291748,27.6021766662598,61.3700752258301,75.0,112.0,132.0,190.0,113.0,141.0,15324.0,91.2118245888802,155.368050117463,125.2795614722
6,7,corticospinal_R,Right,,,,,,,,,,,,,,,,,,,,,
7,8,inferior_fronto_occipital_R,Right,,,,,,,,,,,,,,,,,,,,,
8,9,inferior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
9,10,superior_longitudinal_fasciculus_R,Right,,,,,,,,,,,,,,,,,,,,,
10,11,uncinate_R,Right,,,,,,,,,,,,,,,,,,,,,
