,Label,Description,type,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,background,inner,,,,,,,,,,,,,,,,,,,,,
1,4,left lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
2,5,left inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
3,6,left cerebellem exterior,inner,,,,,,,,,,,,,,,,,,,,,
4,7,left cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
5,10,left thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
6,11,left caudate,inner,,,,,,,,,,,,,,,,,,,,,
7,12,left putamen,inner,,,,,,,,,,,,,,,,,,,,,
8,13,left pallidium,inner,,,,,,,,,,,,,,,,,,,,,
9,15,4th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
10,16,brain stem,inner,,,,,,,,,,,,,,,,,,,,,
11,17,left hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
12,18,left amygdala,inner,,,,,,,,,,,,,,,,,,,,,
13,24,CSF,inner,,,,,,,,,,,,,,,,,,,,,
14,25,left lesion,inner,,,,,,,,,,,,,,,,,,,,,
15,26,left accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
16,28,left ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
17,30,left vessel,inner,,,,,,,,,,,,,,,,,,,,,
18,43,right lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
19,44,right inferior lateral ventricle,inner,,,,,,,,,,,,,,,,,,,,,
20,45,right cerebellum exterior,inner,,,,,,,,,,,,,,,,,,,,,
21,46,right cerebellum white matter,inner,,,,,,,,,,,,,,,,,,,,,
22,49,right thalamus proper,inner,,,,,,,,,,,,,,,,,,,,,
23,50,right caudate,inner,,,,,,,,,,,,,,,,,,,,,
24,51,right putamen,inner,,,,,,,,,,,,,,,,,,,,,
25,52,right palladium,inner,,,,,,,,,,,,,,,,,,,,,
26,53,right hippocampus,inner,,,,,,,,,,,,,,,,,,,,,
27,54,right amygdala,inner,,,,,,,,,,,,,,,,,,,,,
28,57,right lesion,inner,,,,,,,,,,,,,,,,,,,,,
29,58,right accumbens area,inner,,,,,,,,,,,,,,,,,,,,,
30,60,right ventral DC,inner,,,,,,,,,,,,,,,,,,,,,
31,62,right vessel,inner,,,,,,,,,,,,,,,,,,,,,
32,72,5th ventricle,inner,,,,,,,,,,,,,,,,,,,,,
33,85,optic chasm,inner,,,,,,,,,,,,,,,,,,,,,
34,91,left basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
35,92,right basal forebrain,inner,,,,,,,,,,,,,,,,,,,,,
36,630,cerebellar vermal lobules I-V,inner,,,,,,,,,,,,,,,,,,,,,
37,631,cerebellar vermal lobules VI-VII,inner,,,,,,,,,,,,,,,,,,,,,
38,632,cerebellar vermal lobules VIII-X,inner,,,,,,,,,,,,,,,,,,,,,
39,1002,left caudal anterior cingulate,outer,3803.0126938819885,2683.59307226507,0.949650327160898,3.19170928001404,1.6363684690864,112.191953720747,142.205101235866,163.76597423087,12.2944631576538,19.2356224060059,39.2403526306152,104.0,119.0,124.0,158.0,151.0,175.0,3810606.0,112.191953720747,142.205101235866,163.76597423087
40,1003,left caudal middle frontal,outer,6199.020691394806,5067.46373203558,0.770594483888289,1.56905627250671,2.03035293282089,87.7556057428617,128.398451363123,173.439103081142,23.7511196136475,28.9052619934082,37.2668418884277,72.0,101.0,107.0,148.0,154.0,186.0,6217597.0,87.7556057428617,128.398451363123,173.439103081142
41,1005,left cuneus,outer,3206.0107011795044,3971.9481685957,0.850230625152284,1.89965856075287,2.28837282996422,109.828758577667,64.536494073612,114.670305676856,20.340389251709,31.2028102874756,38.6397933959961,95.0,120.0,51.0,85.0,90.0,135.0,3222030.0,109.828758577667,64.536494073612,114.670305676856
42,1006,left entorhinal,outer,2399.0080075263977,1577.10522403421,0.783473160808567,1.60920310020447,2.32075780291965,95.6823676531888,144.007086285952,99.6973739057941,14.5018072128296,21.4285793304443,23.336353302002,83.0,105.0,131.0,154.0,91.0,111.0,2413394.0,95.6823676531888,144.007086285952,99.6973739057941
43,1007,left fusiform,outer,9791.032680988312,6489.34226594538,0.971534010842797,4.22118854522705,1.52358972408279,86.0632213257073,106.650495352875,94.9389235011745,16.1537475585938,24.8781070709229,68.1880111694336,70.0,100.0,75.0,145.0,85.0,108.0,9859537.0,86.0632213257073,106.650495352875,94.9389235011745
44,1008,left inferior parietal,outer,14343.04787492752,10042.125106703,0.876188876032968,2.07482695579529,2.26347344735875,78.3142996583699,72.7342257547236,132.30174998257,22.7087268829346,39.1173439025879,47.1166801452637,61.0,97.0,54.0,94.0,105.0,158.0,14457744.0,78.3142996583699,72.7342257547236,132.30174998257
45,1009,left inferior temporal,outer,12796.042711257935,8695.37438779746,0.978635278928432,4.86371946334839,1.33913248950681,72.7743826195686,128.30767427321,95.3047827446077,18.0847835540771,27.0222644805908,87.9593124389648,56.0,97.0,87.0,164.0,81.0,114.0,12911164.0,72.7743826195686,128.30767427321,95.3047827446077
46,1010,left isthmus cingulate,outer,2420.00807762146,2113.36042742743,0.944422559563136,3.04197335243225,2.22786389357407,112.563223140496,91.246694214876,128.511157024793,14.9254035949707,18.8551464080811,45.4026794433594,100.0,119.0,80.0,106.0,108.0,147.0,2444200.0,112.563223140496,91.246694214876,128.511157024793
47,1011,left lateral occipital,outer,9444.031522750854,7673.79506356139,0.956834554157111,3.44076347351074,2.43142411394971,88.6886912325286,67.7063744176197,98.1214527742482,16.7866039276123,36.5166358947754,57.758731842041,66.0,114.0,48.0,90.0,77.0,118.0,9547884.0,88.6886912325286,67.7063744176197,98.1214527742482
48,1012,left lateral orbitofrontal,outer,7741.025838375092,6098.35737341529,0.971855695170214,4.24489736557007,1.44445115505357,94.1973905180209,174.229040175688,125.652241312492,14.2056970596313,31.1982593536377,60.3017234802246,73.0,112.0,147.0,201.0,108.0,145.0,7833892.0,94.1973905180209,174.229040175688,125.652241312492
